date,SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
2017-06-01,0.001,42.0,0.024,0.023,0.5,24.0
2017-06-02,0.002,34.0,0.03,0.023,0.6,14.0
2017-06-03,0.003,25.0,0.032,0.021,0.5,11.0
2017-06-04,0.003,31.0,0.04,0.02,0.5,14.0
2017-06-05,0.004,35.0,0.033,0.031,0.7,14.0
2017-06-06,0.003,32.0,0.03,0.021,0.5,11.0
2017-06-07,0.002,21.0,0.019,0.024,0.6,12.0
2017-06-08,0.002,46.0,0.040999999999999995,0.023,0.8,23.0
2017-06-09,0.002,51.0,0.044000000000000004,0.026000000000000002,0.8,28.0
2017-06-10,0.002,61.0,0.052000000000000005,0.023,0.8,35.0
2017-06-11,0.003,41.0,0.044000000000000004,0.018000000000000002,0.6,15.0
2017-06-12,0.003,32.0,0.035,0.019,0.5,13.0
2017-06-13,0.003,36.0,0.032,0.022000000000000002,0.5,13.0
2017-06-14,0.004,49.0,0.031,0.034,0.5,22.0
2017-06-15,0.003,53.0,0.037000000000000005,0.033,0.3,25.0
2017-06-16,0.003,62.0,0.049,0.044000000000000004,0.4,33.0
2017-06-17,0.003,46.0,0.044000000000000004,0.040999999999999995,0.4,24.0
2017-06-18,0.004,44.0,0.048,0.033,0.4,26.0
2017-06-19,0.003,50.0,0.040999999999999995,0.043,0.4,29.0
2017-06-20,0.004,49.0,0.034,0.043,0.4,33.0
2017-06-21,0.005,47.0,0.032,0.037000000000000005,0.4,30.0
2017-06-22,0.003,35.0,0.034,0.032,0.3,23.0
2017-06-23,0.003,36.0,0.033,0.046,0.4,23.0
2017-06-24,0.002,44.0,0.028999999999999998,0.04,0.4,29.0
2017-06-25,0.001,48.0,0.033,0.028999999999999998,0.3,26.0
2017-06-26,0.001,31.0,0.025,0.027000000000000003,0.3,20.0
2017-06-27,0.001,40.0,0.023,0.023,0.4,24.0
2017-06-28,0.001,37.0,0.031,0.02,0.4,25.0
2017-06-29,0.001,53.0,0.035,0.019,0.4,37.0
2017-06-30,0.002,61.0,0.036000000000000004,0.021,0.5,45.0
2017-07-01,0.001,29.0,0.013999999999999999,0.019,0.4,17.0
2017-07-02,0.001,21.0,0.008,0.01,0.2,12.0
2017-07-03,0.001,19.0,0.011000000000000001,0.013999999999999999,0.2,12.0
2017-07-04,0.001,19.0,0.015,0.013999999999999999,0.2,14.0
2017-07-05,0.001,38.0,0.027000000000000003,0.017,0.3,29.0
2017-07-06,0.001,32.0,0.018000000000000002,0.016,0.3,21.0
2017-07-07,0.001,17.0,0.009000000000000001,0.013000000000000001,0.3,10.0
2017-07-08,0.001,12.0,0.009000000000000001,0.015,0.3,10.0
2017-07-09,0.001,15.0,0.015,0.011000000000000001,0.2,11.0
2017-07-10,0.001,17.0,0.01,0.012,0.2,12.0
2017-07-11,0.002,35.0,0.027999999999999997,0.013999999999999999,0.2,26.0
2017-07-12,0.004,43.0,0.028999999999999998,0.016,0.3,34.0
2017-07-13,0.004,35.0,0.027000000000000003,0.016,0.3,30.0
2017-07-14,0.004,29.0,0.024,0.016,0.3,21.0
2017-07-15,0.004,8.0,0.016,0.013000000000000001,0.2,9.0
2017-07-16,0.004,10.0,0.009000000000000001,0.009000000000000001,0.2,9.0
2017-07-17,0.004,14.0,0.009000000000000001,0.013000000000000001,0.2,11.0
2017-07-18,0.003,17.0,0.013999999999999999,0.013999999999999999,0.3,12.0
2017-07-19,0.004,30.0,0.025,0.017,0.3,24.0
2017-07-20,0.003,42.0,0.024,0.017,0.4,36.0
2017-07-21,0.004,41.0,0.026000000000000002,0.02,0.3,33.0
2017-07-22,0.004,39.0,0.024,0.017,0.3,33.0
2017-07-23,0.003,38.0,0.02,0.015,0.3,31.0
2017-07-24,0.002,50.0,0.017,0.017,0.4,39.0
2017-07-25,0.002,27.0,0.022000000000000002,0.015,0.4,19.0
2017-07-26,0.002,15.0,0.027000000000000003,0.013000000000000001,0.3,8.0
2017-07-27,0.002,19.0,0.026000000000000002,0.018000000000000002,0.3,12.0
2017-07-28,0.002,29.0,0.025,0.016,0.3,20.0
2017-07-29,0.002,19.0,0.024,0.012,0.3,12.0
2017-07-30,0.002,18.0,0.021,0.012,0.3,13.0
2017-07-31,0.002,17.0,0.011000000000000001,0.013999999999999999,0.4,13.0
2017-08-01,0.002,14.0,0.016,0.016,0.4,7.0
2017-08-02,0.002,19.0,0.019,0.013000000000000001,0.4,10.0
2017-08-03,0.002,19.0,0.026000000000000002,0.012,0.4,12.0
2017-08-04,0.002,20.0,0.021,0.013999999999999999,0.4,15.0
2017-08-05,0.002,16.0,0.021,0.012,0.3,11.0
2017-08-06,0.002,20.0,0.031,0.012,0.3,10.0
2017-08-07,0.002,26.0,0.040999999999999995,0.015,0.4,16.0
2017-08-08,0.002,35.0,0.040999999999999995,0.017,0.5,23.0
2017-08-09,0.002,31.0,,0.019,0.5,20.0
2017-08-10,0.003,23.0,,0.023,0.7,12.0
2017-08-11,0.003,25.0,0.024,0.022000000000000002,0.5,11.0
2017-08-12,0.003,28.0,0.019,0.016,0.3,9.0
2017-08-13,0.003,21.0,0.017,0.01,0.3,7.0
2017-08-14,0.003,16.0,0.015,0.013999999999999999,0.4,5.0
2017-08-15,0.003,13.0,0.013999999999999999,0.012,0.4,5.0
2017-08-16,0.003,17.0,0.011000000000000001,0.017,0.4,6.0
2017-08-17,0.003,20.0,0.013999999999999999,0.017,0.4,7.0
2017-08-18,0.003,30.0,0.023,0.02,0.5,13.0
2017-08-19,0.003,34.0,0.021,0.021,0.5,16.0
2017-08-20,0.003,26.0,0.026000000000000002,0.013999999999999999,0.4,11.0
2017-08-21,0.003,22.0,0.013000000000000001,0.016,0.4,9.0
2017-08-22,0.003,28.0,0.013999999999999999,0.017,0.3,12.0
2017-08-23,0.003,23.0,0.021,0.013000000000000001,0.3,6.0
2017-08-24,0.003,22.0,0.023,0.013999999999999999,0.3,6.0
2017-08-25,0.004,39.0,0.032,0.027000000000000003,0.5,17.0
2017-08-26,0.004,39.0,0.040999999999999995,0.024,0.5,15.0
2017-08-27,0.004,37.0,0.04,0.024,0.5,14.0
2017-08-28,0.004,38.0,,0.022000000000000002,,15.0
2017-08-29,0.005,42.0,0.032,0.018000000000000002,0.6,13.0
2017-08-30,0.005,50.0,0.012,0.026000000000000002,0.5,15.0
2017-08-31,0.004,54.0,0.051,0.032,0.6,22.0
2017-09-01,0.002,40.0,0.015,0.027000000000000003,0.4,16.0
2017-09-02,0.002,28.0,0.013000000000000001,0.024,0.4,9.0
2017-09-03,0.002,25.0,0.015,0.021,0.3,9.0
2017-09-04,0.002,27.0,0.01,0.02,0.4,15.0
2017-09-05,0.002,46.0,0.015,0.047,0.4,18.0
2017-09-06,0.002,50.0,0.015,0.044000000000000004,0.4,17.0
2017-09-07,0.002,61.0,0.03,0.043,0.4,23.0
2017-09-08,0.002,69.0,0.025,0.049,0.6,35.0
2017-09-09,0.002,74.0,0.024,0.054000000000000006,0.6,36.0
2017-09-10,0.002,60.0,0.022000000000000002,0.040999999999999995,0.5,30.0
2017-09-11,0.002,37.0,0.022000000000000002,0.037000000000000005,0.4,15.0
2017-09-12,0.002,52.0,0.018000000000000002,0.040999999999999995,0.5,19.0
2017-09-13,0.003,40.0,0.018000000000000002,0.04,0.5,13.0
2017-09-14,0.003,39.0,0.021,0.042,0.5,13.0
2017-09-15,0.002,32.0,0.027999999999999997,0.026000000000000002,0.3,7.0
2017-09-16,0.002,27.0,0.025,0.025,0.3,6.0
2017-09-17,0.003,23.0,0.02,0.03,0.3,7.0
2017-09-18,0.003,37.0,0.018000000000000002,0.040999999999999995,0.4,12.0
2017-09-19,0.003,85.0,0.042,0.05,0.6,41.0
2017-09-20,0.003,55.0,0.03,0.042,0.5,20.0
2017-09-21,0.002,39.0,0.019,0.051,0.4,14.0
2017-09-22,0.002,39.0,0.026000000000000002,0.054000000000000006,0.4,18.0
2017-09-23,0.002,45.0,0.02,0.049,0.5,24.0
2017-09-24,0.002,45.0,0.03,0.044000000000000004,0.5,34.0
2017-09-25,0.002,62.0,0.027000000000000003,0.049,0.6,38.0
2017-09-26,0.003,56.0,0.025,0.052000000000000005,0.5,26.0
2017-09-27,0.002,40.0,0.02,0.043,0.5,15.0
2017-09-28,0.003,41.0,0.015,0.047,0.4,14.0
2017-09-29,0.003,39.0,0.021,0.046,0.5,13.0
2017-09-30,0.003,42.0,0.017,0.057999999999999996,0.5,17.0
2017-10-01,0.003,37.0,0.018000000000000002,0.04,0.4,15.0
2017-10-02,0.003,26.0,0.012,0.044000000000000004,0.5,11.0
2017-10-03,0.004,49.0,0.021,0.033,0.4,16.0
2017-10-04,0.004,41.0,0.022000000000000002,0.027000000000000003,0.3,12.0
2017-10-05,0.003,30.0,0.028999999999999998,0.026000000000000002,0.3,7.0
2017-10-06,0.003,24.0,0.02,0.031,0.3,7.0
2017-10-07,0.003,29.0,0.009000000000000001,0.036000000000000004,0.4,9.0
2017-10-08,0.003,23.0,0.013000000000000001,0.038,0.4,10.0
2017-10-09,0.003,29.0,0.015,0.037000000000000005,0.4,13.0
2017-10-10,0.002,31.0,0.012,0.035,0.4,13.0
2017-10-11,0.002,30.0,0.013000000000000001,0.027999999999999997,0.4,11.0
2017-10-12,0.003,43.0,0.006999999999999999,0.034,0.4,14.0
2017-10-13,0.003,55.0,0.011000000000000001,0.049,0.5,19.0
2017-10-14,0.004,48.0,0.011000000000000001,0.053,0.6,16.0
2017-10-15,0.004,40.0,0.018000000000000002,0.040999999999999995,0.4,11.0
2017-10-16,0.003,44.0,0.016,0.047,0.4,14.0
2017-10-17,0.002,48.0,0.012,0.042,0.5,18.0
2017-10-18,0.002,39.0,0.03,0.027999999999999997,0.3,9.0
2017-10-19,0.002,36.0,0.021,0.033,0.3,10.0
2017-10-20,0.002,36.0,0.013999999999999999,0.043,0.4,12.0
2017-10-21,0.002,41.0,0.012,0.042,0.4,13.0
2017-10-22,0.002,32.0,0.026000000000000002,0.027000000000000003,0.3,10.0
2017-10-23,0.003,44.0,0.021,0.040999999999999995,0.4,12.0
2017-10-24,0.002,56.0,0.009000000000000001,0.045,0.5,17.0
2017-10-25,0.003,66.0,0.011000000000000001,0.042,0.6,25.0
2017-10-26,0.003,81.0,0.01,0.05,0.6,35.0
2017-10-27,0.003,90.0,0.006999999999999999,0.055,0.7,44.0
2017-10-28,0.003,62.0,0.011000000000000001,0.039,0.6,15.0
2017-10-29,0.003,75.0,0.016,0.026000000000000002,0.5,15.0
2017-10-30,0.003,57.0,0.015,0.031,0.5,18.0
2017-10-31,0.003,58.0,0.009000000000000001,0.04,0.6,16.0
2017-11-01,0.003,64.0,0.018000000000000002,0.037000000000000005,0.6,21.0
2017-11-02,0.003,71.0,0.013000000000000001,0.038,0.6,29.0
2017-11-03,0.003,71.0,0.013000000000000001,0.033,0.6,28.0
2017-11-04,0.003,74.0,0.022000000000000002,0.027999999999999997,0.6,34.0
2017-11-05,0.003,76.0,0.012,0.033,0.7,35.0
2017-11-06,0.004,72.0,0.01,0.040999999999999995,0.7,31.0
2017-11-07,0.004,66.0,0.008,0.042,0.6,27.0
2017-11-08,0.004,95.0,0.02,0.033,0.5,28.0
2017-11-09,0.004,66.0,0.008,0.037000000000000005,0.6,20.0
2017-11-10,0.004,72.0,0.013000000000000001,0.033,0.6,20.0
2017-11-11,0.004,88.0,0.015,0.026000000000000002,0.4,13.0
2017-11-12,0.004,56.0,0.008,0.032,0.6,20.0
2017-11-13,0.005,73.0,0.004,0.042,0.8,30.0
2017-11-14,0.004,68.0,0.013000000000000001,0.034,0.5,19.0
2017-11-15,0.003,53.0,0.015,0.032,0.4,11.0
2017-11-16,0.004,52.0,0.013999999999999999,0.034,0.5,16.0
2017-11-17,0.005,74.0,0.003,0.05,0.8,27.0
2017-11-18,0.004,62.0,0.02,0.027000000000000003,0.4,18.0
2017-11-19,0.004,45.0,0.018000000000000002,0.027999999999999997,0.4,13.0
2017-11-20,0.004,58.0,0.013999999999999999,0.039,0.5,19.0
2017-11-21,0.004,63.0,0.006,0.045,0.7,28.0
2017-11-22,0.004,86.0,0.006999999999999999,0.047,0.8,28.0
2017-11-23,0.004,46.0,0.013000000000000001,0.032,0.5,11.0
2017-11-24,0.003,37.0,0.01,0.032,0.5,13.0
2017-11-25,0.004,66.0,0.02,0.028999999999999998,0.6,18.0
2017-11-26,0.004,65.0,0.024,0.028999999999999998,0.5,24.0
2017-11-27,0.005,89.0,0.003,0.045,1.0,40.0
2017-11-28,0.005,96.0,0.005,0.046,1.1,44.0
2017-11-29,0.005,84.0,0.013000000000000001,0.033,0.6,25.0
2017-11-30,0.005,47.0,0.019,0.028999999999999998,0.4,10.0
2017-12-01,0.005,43.0,0.018000000000000002,0.033,0.5,13.0
2017-12-02,0.006,57.0,0.006999999999999999,0.044000000000000004,0.8,19.0
2017-12-03,0.006,68.0,0.006999999999999999,0.046,0.9,31.0
2017-12-04,0.006,66.0,0.012,0.037000000000000005,0.6,28.0
2017-12-05,0.005,43.0,0.015,0.03,0.4,12.0
2017-12-06,0.005,50.0,0.006999999999999999,0.042,0.7,24.0
2017-12-07,0.005,60.0,0.011000000000000001,0.04,0.6,26.0
2017-12-08,0.005,49.0,0.017,0.027999999999999997,0.4,15.0
2017-12-09,0.005,54.0,0.012,0.033,0.6,17.0
2017-12-10,0.005,57.0,0.011000000000000001,0.035,0.8,25.0
2017-12-11,0.004,53.0,0.015,0.024,0.4,10.0
2017-12-12,0.003,52.0,0.012,0.028999999999999998,0.5,15.0
2017-12-13,0.004,50.0,0.011000000000000001,0.037000000000000005,0.6,17.0
2017-12-14,0.005,73.0,0.002,0.055,0.9,35.0
2017-12-15,0.005,77.0,0.003,0.061,1.1,41.0
2017-12-16,0.004,52.0,0.017,0.028999999999999998,0.5,26.0
2017-12-17,0.004,52.0,0.015,0.032,0.5,17.0
2017-12-18,0.005,61.0,0.006,0.051,0.8,26.0
2017-12-19,0.004,60.0,0.013000000000000001,0.034,0.5,20.0
2017-12-20,0.004,45.0,0.006,0.045,0.7,21.0
2017-12-21,0.004,45.0,0.006999999999999999,0.043,0.7,27.0
2017-12-22,0.005,53.0,0.006,0.051,1.0,34.0
2017-12-23,0.006,90.0,0.006,0.06,1.3,55.0
2017-12-24,0.004,56.0,0.008,0.044000000000000004,0.9,41.0
2017-12-25,0.004,46.0,0.021,0.027000000000000003,0.4,16.0
2017-12-26,0.004,37.0,0.017,0.032,0.4,15.0
2017-12-27,0.004,36.0,0.015,0.034,0.5,13.0
2017-12-28,0.006,54.0,0.006999999999999999,0.045,0.8,29.0
2017-12-29,0.005,77.0,0.005,0.049,0.8,52.0
2017-12-30,0.005,115.0,0.013000000000000001,0.047,1.0,75.0
2017-12-31,0.005,80.0,0.02,0.03,0.6,28.0
2018-01-01,0.005,57.0,0.01,0.037000000000000005,0.8,25.0
2018-01-02,0.006,75.0,0.005,0.047,1.1,36.0
2018-01-03,0.006,45.0,0.013999999999999999,0.034,0.5,16.0
2018-01-04,0.005,60.0,0.009000000000000001,0.040999999999999995,0.5,26.0
2018-01-05,0.005,68.0,0.006999999999999999,0.052000000000000005,0.6,36.0
2018-01-06,0.005,51.0,0.011000000000000001,0.044000000000000004,0.7,28.0
2018-01-07,0.005,69.0,0.004,0.047,1.0,42.0
2018-01-08,0.004,63.0,0.005,0.046,0.8,47.0
2018-01-09,0.003,35.0,0.02,0.028999999999999998,0.4,19.0
2018-01-10,0.002,31.0,0.019,0.026000000000000002,0.3,15.0
2018-01-11,0.002,32.0,0.016,0.028999999999999998,0.4,17.0
2018-01-12,0.002,37.0,0.016,0.036000000000000004,0.3,18.0
2018-01-13,0.004,47.0,0.012,0.044000000000000004,0.6,32.0
2018-01-14,0.004,62.0,0.008,0.05,0.9,44.0
2018-01-15,0.005,62.0,0.009000000000000001,0.062,1.2,45.0
2018-01-16,0.004,76.0,0.006,0.054000000000000006,0.9,55.0
2018-01-17,0.002,39.0,0.01,0.043,0.6,30.0
2018-01-18,0.005,135.0,0.011000000000000001,0.042,0.8,69.0
2018-01-19,0.004,100.0,0.006,0.046,0.9,44.0
2018-01-20,0.005,89.0,0.008,0.047,1.0,41.0
2018-01-21,0.004,137.0,0.009000000000000001,0.045,1.1,65.0
2018-01-22,0.004,92.0,0.015,0.046,0.7,43.0
2018-01-23,0.002,46.0,0.026000000000000002,0.023,0.3,17.0
2018-01-24,0.001,46.0,0.023,0.023,0.3,11.0
2018-01-25,0.002,42.0,0.019,0.03,0.4,14.0
2018-01-26,0.002,44.0,0.019,0.03,0.4,17.0
2018-01-27,0.003,76.0,0.005,0.052000000000000005,0.7,36.0
2018-01-28,0.004,53.0,0.02,0.038,0.5,23.0
2018-01-29,0.003,61.0,0.022000000000000002,0.034,0.4,18.0
2018-01-30,0.003,61.0,0.013999999999999999,0.043,0.5,18.0
2018-01-31,0.004,62.0,0.013000000000000001,0.047,0.5,21.0
2018-02-01,0.005,66.0,0.01,0.051,0.6,26.0
2018-02-02,0.005,71.0,0.006999999999999999,0.057999999999999996,0.9,33.0
2018-02-03,0.003,50.0,0.021,0.032,0.4,18.0
2018-02-04,0.002,40.0,0.024,0.027000000000000003,0.3,13.0
2018-02-05,0.002,43.0,0.02,0.035,0.4,14.0
2018-02-06,0.003,43.0,0.019,0.034,0.4,19.0
2018-02-07,0.005,60.0,0.013000000000000001,0.044000000000000004,0.5,23.0
2018-02-08,0.006999999999999999,79.0,0.006,0.063,1.0,43.0
2018-02-09,0.008,87.0,0.008,0.068,1.0,48.0
2018-02-10,0.005,80.0,0.016,0.05,0.7,33.0
2018-02-11,0.004,50.0,0.027000000000000003,0.027999999999999997,0.3,12.0
2018-02-12,0.004,44.0,0.021,0.035,0.4,16.0
2018-02-13,0.004,42.0,0.019,0.040999999999999995,0.4,14.0
2018-02-14,0.005,70.0,0.022000000000000002,0.05,0.6,30.0
2018-02-15,0.006,63.0,0.025,0.028999999999999998,0.4,23.0
2018-02-16,0.006,54.0,0.02,0.036000000000000004,0.6,23.0
2018-02-17,0.004,50.0,0.03,0.023,0.3,15.0
2018-02-18,0.006,53.0,0.013000000000000001,0.043,0.6,19.0
2018-02-19,0.006999999999999999,78.0,0.008,0.059000000000000004,0.8,39.0
2018-02-20,0.006,96.0,0.013999999999999999,0.053,0.8,50.0
2018-02-21,0.005,54.0,0.022000000000000002,0.04,0.5,20.0
2018-02-22,0.005,57.0,0.015,0.051,0.7,27.0
2018-02-23,0.003,71.0,0.027000000000000003,0.043,0.6,41.0
2018-02-24,0.006,106.0,0.027999999999999997,0.039,0.7,52.0
2018-02-25,0.009000000000000001,65.0,0.017,0.045,0.7,30.0
2018-02-26,0.006,61.0,0.013999999999999999,0.051,0.7,30.0
2018-02-27,0.006,62.0,0.011000000000000001,0.057,0.7,29.0
2018-02-28,0.005,40.0,0.022000000000000002,0.039,0.5,21.0
2018-03-01,0.003,59.0,0.032,0.026000000000000002,0.4,26.0
2018-03-02,0.004,71.0,0.022000000000000002,0.039,0.5,28.0
2018-03-03,0.005,58.0,0.011000000000000001,0.049,0.6,28.0
2018-03-04,0.006,33.0,0.018000000000000002,0.035,0.5,20.0
2018-03-05,0.003,12.0,0.026000000000000002,0.022000000000000002,0.2,8.0
2018-03-06,0.003,47.0,0.016,0.03,0.4,16.0
2018-03-07,0.003,38.0,0.031,0.019,0.3,13.0
2018-03-08,0.002,33.0,0.015,0.033,0.4,25.0
2018-03-09,0.003,88.0,0.022000000000000002,0.031,0.7,50.0
2018-03-10,0.003,60.0,0.021,0.031,0.6,31.0
2018-03-11,0.003,68.0,0.034,0.027000000000000003,0.4,36.0
2018-03-12,0.004,105.0,0.02,0.044000000000000004,0.7,51.0
2018-03-13,0.005,61.0,0.019,0.040999999999999995,0.6,28.0
2018-03-14,0.005,36.0,0.017,0.037000000000000005,0.5,16.0
2018-03-15,0.004,23.0,0.008,0.031,0.5,16.0
2018-03-16,0.003,31.0,0.03,0.015,0.3,12.0
2018-03-17,0.003,39.0,0.028999999999999998,0.022000000000000002,0.3,16.0
2018-03-18,0.004,62.0,0.012,0.031,0.6,44.0
2018-03-19,0.003,30.0,0.021,0.024,0.4,16.0
2018-03-20,0.002,34.0,0.042,0.01,0.2,7.0
2018-03-21,0.002,20.0,0.022000000000000002,0.027000000000000003,0.3,9.0
2018-03-22,0.002,42.0,0.027999999999999997,0.024,0.3,14.0
2018-03-23,0.003,67.0,0.027999999999999997,0.033,0.5,34.0
2018-03-24,0.004,89.0,0.036000000000000004,0.037000000000000005,0.6,56.0
2018-03-25,0.003,105.0,0.045,0.027999999999999997,0.6,60.0
2018-03-26,0.003,86.0,0.037000000000000005,0.034,0.6,46.0
2018-03-27,0.003,70.0,0.037000000000000005,0.03,0.5,34.0
2018-03-28,0.003,54.0,0.033,0.025,0.4,28.0
2018-03-29,0.004,55.0,0.024,0.03,0.5,30.0
2018-03-30,0.004,62.0,0.037000000000000005,0.025,0.4,28.0
2018-03-31,0.004,79.0,0.036000000000000004,0.026000000000000002,0.5,32.0
2018-04-01,0.004,82.0,0.03,0.025,0.4,28.0
2018-04-02,0.003,59.0,0.023,0.021,0.3,23.0
2018-04-03,0.003,57.0,0.022000000000000002,0.018000000000000002,0.3,17.0
2018-04-04,0.001,25.0,0.022000000000000002,0.013000000000000001,0.3,11.0
2018-04-05,0.001,9.0,0.026000000000000002,0.015,0.4,4.0
2018-04-06,0.002,96.0,0.027000000000000003,0.017,0.4,20.0
2018-04-07,0.002,65.0,0.036000000000000004,0.017,0.4,18.0
2018-04-08,0.002,46.0,0.048,0.013999999999999999,0.4,15.0
2018-04-09,0.002,83.0,0.037000000000000005,0.027999999999999997,0.5,29.0
2018-04-10,0.003,48.0,0.031,0.025,0.5,19.0
2018-04-11,0.002,57.0,0.031,0.018000000000000002,0.3,19.0
2018-04-12,0.003,46.0,0.023,0.024,0.4,15.0
2018-04-13,0.002,53.0,0.027000000000000003,0.022000000000000002,0.4,14.0
2018-04-14,0.002,25.0,0.024,0.021,0.4,18.0
2018-04-15,0.002,106.0,0.031,0.012,0.3,22.0
2018-04-16,0.002,62.0,0.023,0.022000000000000002,0.4,25.0
2018-04-17,0.003,74.0,0.033,0.024,0.4,34.0
2018-04-18,0.003,108.0,0.033,0.024,0.4,29.0
2018-04-19,0.003,54.0,0.035,0.027999999999999997,0.4,25.0
2018-04-20,0.004,96.0,0.047,0.039,0.5,40.0
2018-04-21,0.003,62.0,0.033,0.028999999999999998,0.4,30.0
2018-04-22,0.003,45.0,0.025,0.016,0.3,22.0
2018-04-23,0.002,20.0,0.037000000000000005,0.01,0.3,14.0
2018-04-24,0.002,13.0,0.031,0.012,0.3,4.0
2018-04-25,0.003,27.0,0.021,0.022000000000000002,0.4,17.0
2018-04-26,0.004,40.0,0.034,0.023,0.4,25.0
2018-04-27,0.004,54.0,0.042,0.023,0.4,35.0
2018-04-28,0.004,62.0,0.037000000000000005,0.023,0.4,34.0
2018-04-29,0.004,39.0,0.044000000000000004,0.022000000000000002,0.4,21.0
2018-04-30,0.004,65.0,0.043,0.024,0.4,37.0
2018-05-01,0.004,64.0,0.027999999999999997,0.02,0.4,36.0
2018-05-02,0.003,25.0,0.028999999999999998,0.013999999999999999,0.3,16.0
2018-05-03,0.003,49.0,0.039,0.013999999999999999,0.3,17.0
2018-05-04,0.004,45.0,0.044000000000000004,0.019,0.4,14.0
2018-05-05,0.004,40.0,0.047,0.024,0.4,18.0
2018-05-06,0.004,13.0,0.027000000000000003,0.018000000000000002,0.4,13.0
2018-05-07,0.003,14.0,0.021,0.016,0.4,11.0
2018-05-08,0.003,27.0,0.04,0.011000000000000001,0.3,9.0
2018-05-09,0.002,31.0,0.04,0.016,0.3,14.0
2018-05-10,0.002,41.0,0.040999999999999995,0.017,0.4,20.0
2018-05-11,0.002,50.0,0.035,0.023,0.4,25.0
2018-05-12,0.002,32.0,0.027000000000000003,0.018000000000000002,0.5,22.0
2018-05-13,,48.0,,,,21.0
2018-05-14,0.003,63.0,0.043,0.032,0.6,36.0
2018-05-15,0.003,65.0,0.027000000000000003,0.027000000000000003,0.6,38.0
2018-05-16,0.002,32.0,0.013999999999999999,0.013999999999999999,0.3,14.0
2018-05-17,0.001,25.0,0.016,0.013000000000000001,0.3,13.0
2018-05-18,0.001,26.0,0.017,0.012,0.3,14.0
2018-05-19,0.001,27.0,0.034,0.008,0.2,6.0
2018-05-20,0.002,23.0,0.044000000000000004,0.008,0.2,5.0
2018-05-21,0.003,32.0,0.037000000000000005,0.013000000000000001,0.3,11.0
2018-05-22,0.003,36.0,0.027999999999999997,0.016,0.3,17.0
2018-05-23,0.002,66.0,0.035,0.017,0.3,16.0
2018-05-24,0.003,96.0,0.036000000000000004,0.02,0.4,20.0
2018-05-25,0.004,102.0,0.043,0.027000000000000003,0.5,29.0
2018-05-26,0.005,92.0,0.049,0.028999999999999998,0.5,36.0
2018-05-27,0.004,75.0,0.05,0.02,0.4,32.0
2018-05-28,0.004,73.0,0.039,0.02,0.4,32.0
2018-05-29,0.003,52.0,0.036000000000000004,0.016,0.3,25.0
2018-05-30,0.002,61.0,0.033,0.013999999999999999,0.3,29.0
2018-05-31,0.003,60.0,0.047,0.015,0.4,31.0
2018-06-01,0.004,54.0,0.039,0.021,0.4,25.0
2018-06-02,0.006,39.0,0.038,0.021,0.5,19.0
2018-06-03,0.005,39.0,0.043,0.02,0.4,20.0
2018-06-04,0.005,42.0,0.042,0.02,0.3,27.0
2018-06-05,0.003,53.0,0.03,0.023,0.3,30.0
2018-06-06,0.002,61.0,0.040999999999999995,0.021,0.3,36.0
2018-06-07,0.001,69.0,0.04,0.021,0.3,38.0
2018-06-08,0.001,76.0,0.039,0.021,0.4,41.0
2018-06-09,0.001,69.0,0.042,0.017,0.4,32.0
2018-06-10,0.001,20.0,0.039,0.009000000000000001,0.2,8.0
2018-06-11,0.001,20.0,0.026000000000000002,0.013999999999999999,0.2,6.0
2018-06-12,0.001,38.0,0.024,0.021,0.3,18.0
2018-06-13,0.001,43.0,0.036000000000000004,0.018000000000000002,0.3,24.0
2018-06-14,0.002,42.0,0.037000000000000005,0.013999999999999999,0.3,19.0
2018-06-15,0.002,28.0,0.033,0.013000000000000001,0.2,9.0
2018-06-16,0.003,27.0,0.032,0.015,0.3,11.0
2018-06-17,0.003,42.0,0.036000000000000004,0.016,0.3,22.0
2018-06-18,0.003,59.0,0.043,0.027000000000000003,0.4,36.0
2018-06-19,0.003,47.0,0.027999999999999997,0.025,0.5,30.0
2018-06-20,0.002,41.0,0.025,0.02,0.4,25.0
2018-06-21,0.002,37.0,0.027000000000000003,0.021,0.4,23.0
2018-06-22,0.004,36.0,0.032,0.028999999999999998,0.5,22.0
2018-06-23,0.004,31.0,0.036000000000000004,0.024,0.4,19.0
2018-06-24,0.004,57.0,0.06,0.018000000000000002,0.4,25.0
2018-06-25,0.004,47.0,0.044000000000000004,0.031,0.5,31.0
2018-06-26,0.004,53.0,0.027999999999999997,0.027000000000000003,0.5,34.0
2018-06-27,0.002,13.0,0.032,0.018000000000000002,0.3,8.0
2018-06-28,0.002,16.0,0.022000000000000002,0.018000000000000002,0.4,9.0
2018-06-29,0.002,23.0,0.031,0.02,0.4,14.0
2018-06-30,0.002,26.0,0.017,0.017,0.4,17.0
2018-07-01,0.002,9.0,0.019,0.013000000000000001,0.3,5.0
2018-07-02,0.002,11.0,0.015,0.018000000000000002,0.4,7.0
2018-07-03,0.001,16.0,0.009000000000000001,0.012,0.3,7.0
2018-07-04,0.002,18.0,0.015,0.015,0.3,11.0
2018-07-05,0.002,23.0,0.025,0.015,0.3,15.0
2018-07-06,0.001,14.0,0.03,0.011000000000000001,0.3,5.0
2018-07-07,0.002,15.0,0.03,0.01,0.3,5.0
