,date,TPM2.5,TPM10,JPM2.5,JPM10,BPM2.5,BPM10,교통량합계,평균기온(°C),일강수량(mm),평균 풍속(m/s),SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
0,2017-06-01,40,67,72,164,23,57,108656.0,22.0,0.0,1.8,0.001,42.0,0.024,0.023,0.5,24.0
1,2017-06-02,14,52,44,132,23,65,114477.0,20.6,0.0,1.5,0.002,34.0,0.03,0.023,0.6,14.0
2,2017-06-03,30,54,28,79,29,56,111557.0,20.6,0.0,1.8,0.003,25.0,0.032,0.021,0.5,11.0
3,2017-06-04,35,70,48,114,48,93,57121.0,21.2,0.0,1.4,0.003,31.0,0.04,0.02,0.5,14.0
4,2017-06-05,52,97,23,63,65,115,112199.0,22.6,0.0,1.3,0.004,35.0,0.033,0.031,0.7,14.0
5,2017-06-06,38,45,30,48,37,32,93926.0,18.7,9.5,1.4,0.003,32.0,0.03,0.021,0.5,11.0
6,2017-06-07,49,56,40,76,47,50,105052.0,17.8,4.5,1.6,0.002,21.0,0.019,0.024,0.6,12.0
7,2017-06-08,55,98,43,102,25,54,108703.0,20.3,0.0,1.7,0.002,46.0,0.0409999999999999,0.023,0.8,23.0
8,2017-06-09,39,96,35,76,29,90,112822.0,22.3,0.0,2.2,0.002,51.0,0.044,0.026,0.8,28.0
9,2017-06-10,12,59,76,162,21,69,110838.0,22.7,0.0,2.0,0.002,61.0,0.052,0.023,0.8,35.0
10,2017-06-11,23,72,70,133,33,85,92274.0,23.3,0.0,1.3,0.003,41.0,0.044,0.018,0.6,15.0
11,2017-06-12,32,67,54,132,34,78,108882.0,21.9,0.0,1.4,0.003,32.0,0.035,0.019,0.5,13.0
12,2017-06-13,46,66,67,140,40,62,108516.0,21.9,0.0,1.5,0.003,36.0,0.032,0.022,0.5,13.0
13,2017-06-14,57,94,97,193,37,60,109120.0,21.8,0.0,1.4,0.004,49.0,0.031,0.034,0.5,22.0
14,2017-06-15,63,123,85,158,38,95,109127.0,23.3,0.0,2.1,0.003,53.0,0.037,0.033,0.3,25.0
15,2017-06-16,67,115,65,124,59,131,112594.0,25.0,0.0,1.3,0.003,62.0,0.049,0.044,0.4,33.0
16,2017-06-17,55,117,50,106,82,159,111319.0,24.9,0.0,1.1,0.003,46.0,0.044,0.0409999999999999,0.4,24.0
17,2017-06-18,45,104,42,94,70,124,92599.0,25.1,0.0,1.3,0.004,44.0,0.048,0.033,0.4,26.0
18,2017-06-19,65,121,44,87,37,70,108087.0,26.2,0.0,1.1,0.003,50.0,0.0409999999999999,0.043,0.4,29.0
19,2017-06-20,24,49,61,115,32,64,109456.0,25.5,0.0,0.9,0.004,49.0,0.034,0.043,0.4,33.0
20,2017-06-21,35,62,58,98,48,79,109322.0,25.2,0.0,1.8,0.005,47.0,0.032,0.037,0.4,30.0
21,2017-06-22,47,48,59,116,33,29,109910.0,25.6,0.0,1.4,0.003,35.0,0.034,0.032,0.3,23.0
22,2017-06-23,29,28,56,99,19,12,112333.0,27.5,0.0,1.4,0.003,36.0,0.033,0.046,0.4,23.0
23,2017-06-24,41,42,44,84,21,26,108693.0,24.1,4.5,1.1,0.002,44.0,0.0289999999999999,0.04,0.4,29.0
24,2017-06-25,52,58,36,70,26,43,92206.0,25.0,0.0,1.3,0.001,48.0,0.033,0.0289999999999999,0.3,26.0
25,2017-06-26,50,78,43,93,24,44,108679.0,23.8,3.0,1.2,0.001,31.0,0.025,0.027,0.3,20.0
26,2017-06-27,71,98,53,95,70,96,107833.0,24.4,23.0,1.2,0.001,40.0,0.023,0.023,0.4,24.0
27,2017-06-28,73,108,64,107,98,125,107717.0,25.1,5.5,1.3,0.001,37.0,0.031,0.02,0.4,25.0
28,2017-06-29,77,108,58,94,52,77,108270.0,26.2,0.0,1.1,0.001,53.0,0.035,0.019,0.4,37.0
29,2017-06-30,72,100,61,100,72,113,113039.0,26.9,0.0,1.4,0.002,61.0,0.036,0.021,0.5,45.0
30,2017-07-01,88,117,73,124,89,132,105991.0,24.1,21.0,0.7,0.001,29.0,0.0139999999999999,0.019,0.4,17.0
31,2017-07-02,38,58,63,118,88,108,88273.0,26.1,32.5,0.9,0.001,21.0,0.008,0.01,0.2,12.0
32,2017-07-03,39,51,74,148,61,72,104190.0,25.6,75.0,2.1,0.001,19.0,0.011,0.0139999999999999,0.2,12.0
33,2017-07-04,42,60,63,118,48,51,105188.0,26.2,19.5,1.7,0.001,19.0,0.015,0.0139999999999999,0.2,14.0
34,2017-07-05,41,54,60,109,82,80,109859.0,28.0,0.0,1.0,0.001,38.0,0.027,0.017,0.3,29.0
35,2017-07-06,78,90,38,69,70,79,106714.0,26.4,4.0,0.9,0.001,32.0,0.018,0.016,0.3,21.0
36,2017-07-07,58,64,34,56,32,38,111904.0,27.2,3.0,0.7,0.001,17.0,0.009,0.013,0.3,10.0
37,2017-07-08,62,102,29,60,41,61,104923.0,26.4,55.0,0.8,0.001,12.0,0.009,0.015,0.3,10.0
38,2017-07-09,56,87,29,51,73,94,91340.0,27.6,40.5,0.9,0.001,15.0,0.015,0.011,0.2,11.0
39,2017-07-10,29,57,34,86,25,55,106014.0,26.8,18.5,1.0,0.001,17.0,0.01,0.012,0.2,12.0
40,2017-07-11,56,114,31,72,48,94,105961.0,27.0,4.5,2.1,0.002,35.0,0.0279999999999999,0.0139999999999999,0.2,26.0
41,2017-07-12,43,87,26,60,74,132,109842.0,27.9,0.0,1.5,0.004,43.0,0.0289999999999999,0.016,0.3,34.0
42,2017-07-13,45,81,24,56,63,90,109941.0,27.6,0.0,1.2,0.004,35.0,0.027,0.016,0.3,30.0
43,2017-07-14,47,115,24,55,34,63,113667.0,27.6,3.5,1.2,0.004,29.0,0.024,0.016,0.3,21.0
44,2017-07-15,56,88,27,59,40,45,106380.0,25.4,24.5,1.2,0.004,8.0,0.016,0.013,0.2,9.0
45,2017-07-16,47,48,30,59,67,83,90871.0,27.6,0.0,1.9,0.004,10.0,0.009,0.009,0.2,9.0
46,2017-07-17,31,47,48,87,54,68,107020.0,25.8,9.5,1.2,0.004,14.0,0.009,0.013,0.2,11.0
47,2017-07-18,76,89,27,56,60,61,107295.0,25.7,2.0,1.2,0.003,17.0,0.0139999999999999,0.0139999999999999,0.3,12.0
48,2017-07-19,44,56,25,43,75,74,109707.0,28.2,0.0,1.0,0.004,30.0,0.025,0.017,0.3,24.0
49,2017-07-20,63,88,25,51,99,105,110185.0,29.2,0.0,1.3,0.003,42.0,0.024,0.017,0.4,36.0
50,2017-07-21,26,36,30,59,22,23,114121.0,30.0,0.0,1.3,0.004,41.0,0.026,0.02,0.3,33.0
51,2017-07-22,33,35,82,174,23,34,109597.0,29.6,0.0,1.3,0.004,39.0,0.024,0.017,0.3,33.0
52,2017-07-23,53,59,79,165,44,59,90666.0,27.9,0.5,1.2,0.003,38.0,0.02,0.015,0.3,31.0
53,2017-07-24,95,89,100,182,40,54,105979.0,28.5,2.0,1.2,0.002,50.0,0.017,0.017,0.4,39.0
54,2017-07-25,46,57,90,163,32,52,108601.0,28.4,30.0,1.4,0.002,27.0,0.022,0.015,0.4,19.0
55,2017-07-26,29,50,43,104,22,34,108339.0,27.9,0.0,1.7,0.002,15.0,0.027,0.013,0.3,8.0
56,2017-07-27,79,82,42,76,40,66,108914.0,28.0,0.0,1.1,0.002,19.0,0.026,0.018,0.3,12.0
57,2017-07-28,77,93,76,146,28,56,111860.0,28.4,1.0,1.4,0.002,29.0,0.025,0.016,0.3,20.0
58,2017-07-29,39,43,28,50,31,58,105536.0,27.2,0.5,1.5,0.002,19.0,0.024,0.012,0.3,12.0
59,2017-07-30,49,67,98,168,38,66,92147.0,27.6,8.0,1.1,0.002,18.0,0.021,0.012,0.3,13.0
60,2017-07-31,52,61,124,211,80,101,105235.0,24.9,36.0,0.7,0.002,17.0,0.011,0.0139999999999999,0.4,13.0
61,2017-08-01,36,45,36,79,66,72,106805.0,27.1,21.0,0.8,0.002,14.0,0.016,0.016,0.4,7.0
62,2017-08-02,23,38,31,82,34,42,108590.0,29.4,0.0,1.0,0.002,19.0,0.019,0.013,0.4,10.0
63,2017-08-03,18,31,27,54,23,57,106559.0,28.7,0.0,2.0,0.002,19.0,0.026,0.012,0.4,12.0
64,2017-08-04,50,75,34,73,21,43,108030.0,30.3,0.0,1.2,0.002,20.0,0.021,0.0139999999999999,0.4,15.0
65,2017-08-05,38,51,52,102,27,57,104497.0,31.9,0.0,1.2,0.002,16.0,0.021,0.012,0.3,11.0
66,2017-08-06,33,56,59,100,17,34,90181.0,30.1,36.5,1.1,0.002,20.0,0.031,0.012,0.3,10.0
67,2017-08-07,29,63,44,89,11,35,106369.0,29.0,0.0,1.4,0.002,26.0,0.0409999999999999,0.015,0.4,16.0
68,2017-08-08,36,61,48,108,29,69,106806.0,28.5,0.0,0.9,0.002,35.0,0.0409999999999999,0.017,0.5,23.0
69,2017-08-09,26,36,44,89,24,34,104212.0,24.7,21.0,0.9,0.002,31.0,,0.019,0.5,20.0
70,2017-08-10,54,69,47,103,65,83,107041.0,26.3,46.0,1.1,0.003,23.0,,0.023,0.7,12.0
71,2017-08-11,91,116,50,91,88,95,111121.0,26.2,54.5,0.7,0.003,25.0,0.024,0.022,0.5,11.0
72,2017-08-12,53,77,52,89,31,35,105095.0,26.9,0.0,1.0,0.003,28.0,0.019,0.016,0.3,9.0
73,2017-08-13,47,56,33,68,40,47,87318.0,24.9,2.5,1.5,0.003,21.0,0.017,0.01,0.3,7.0
74,2017-08-14,18,31,12,30,28,39,103671.0,22.8,64.0,1.4,0.003,16.0,0.015,0.0139999999999999,0.4,5.0
75,2017-08-15,33,57,26,51,55,75,89066.0,23.6,44.0,1.2,0.003,13.0,0.0139999999999999,0.012,0.4,5.0
76,2017-08-16,40,54,45,83,56,67,105889.0,25.6,3.5,0.9,0.003,17.0,0.011,0.017,0.4,6.0
77,2017-08-17,37,51,24,54,23,35,106525.0,26.1,0.0,1.2,0.003,20.0,0.0139999999999999,0.017,0.4,7.0
78,2017-08-18,42,54,42,81,53,68,111522.0,26.6,0.0,0.9,0.003,30.0,0.023,0.02,0.5,13.0
79,2017-08-19,31,46,43,82,42,43,107367.0,25.5,4.0,0.8,0.003,34.0,0.021,0.021,0.5,16.0
80,2017-08-20,46,58,50,83,60,69,91969.0,26.4,5.5,1.4,0.003,26.0,0.026,0.0139999999999999,0.4,11.0
81,2017-08-21,45,69,38,74,72,94,105445.0,24.8,43.5,0.8,0.003,22.0,0.013,0.016,0.4,9.0
82,2017-08-22,65,89,44,74,72,81,107410.0,27.6,0.0,1.1,0.003,28.0,0.0139999999999999,0.017,0.3,12.0
83,2017-08-23,35,53,33,57,20,32,107750.0,28.9,1.5,1.5,0.003,23.0,0.021,0.013,0.3,6.0
84,2017-08-24,36,58,30,58,13,37,105500.0,28.2,49.0,2.4,0.003,22.0,0.023,0.0139999999999999,0.3,6.0
85,2017-08-25,18,60,35,90,10,38,115425.0,27.0,0.0,1.2,0.004,39.0,0.032,0.027,0.5,17.0
86,2017-08-26,28,71,26,80,15,56,113164.0,24.3,0.0,1.1,0.004,39.0,0.0409999999999999,0.024,0.5,15.0
87,2017-08-27,19,26,39,103,17,26,95069.0,24.3,0.0,0.9,0.004,37.0,0.04,0.024,0.5,14.0
88,2017-08-28,29,30,20,38,19,23,111035.0,25.3,24.0,1.1,0.004,38.0,,0.022,,15.0
89,2017-08-29,23,48,36,68,17,50,110457.0,22.2,0.0,1.7,0.005,42.0,0.032,0.018,0.6,13.0
90,2017-08-30,19,32,18,33,52,87,111112.0,18.9,0.0,1.1,0.005,50.0,0.012,0.026,0.5,15.0
91,2017-08-31,43,54,28,55,83,99,112320.0,22.1,0.0,1.1,0.004,54.0,0.051,0.032,0.6,22.0
92,2017-09-01,59,70,39,78,139,145,116545.0,22.3,0.0,0.9,0.002,40.0,0.015,0.027,0.4,16.0
93,2017-09-02,47,63,39,85,103,105,111253.0,21.5,0.0,0.9,0.002,28.0,0.013,0.024,0.4,9.0
94,2017-09-03,63,82,43,88,58,81,96599.0,22.3,0.0,0.8,0.002,25.0,0.015,0.021,0.3,9.0
95,2017-09-04,57,75,27,57,88,107,111169.0,23.0,0.0,1.1,0.002,27.0,0.01,0.02,0.4,15.0
96,2017-09-05,59,76,28,53,39,85,108984.0,21.2,0.5,0.7,0.002,46.0,0.015,0.047,0.4,18.0
97,2017-09-06,61,85,35,60,16,53,108809.0,21.3,2.0,0.8,0.002,50.0,0.015,0.044,0.4,17.0
98,2017-09-07,76,104,32,59,48,105,110846.0,22.3,0.0,0.9,0.002,61.0,0.03,0.043,0.4,23.0
99,2017-09-08,89,119,33,68,118,152,115851.0,23.1,0.0,0.8,0.002,69.0,0.025,0.049,0.6,35.0
100,2017-09-09,66,82,42,86,101,119,114513.0,23.0,0.0,0.7,0.002,74.0,0.024,0.054,0.6,36.0
101,2017-09-10,47,66,32,72,86,107,96182.0,22.9,0.0,0.7,0.002,60.0,0.022,0.0409999999999999,0.5,30.0
102,2017-09-11,35,66,38,89,20,43,108160.0,20.5,69.0,1.2,0.002,37.0,0.022,0.037,0.4,15.0
103,2017-09-12,38,80,38,101,23,65,110004.0,22.4,0.0,1.1,0.002,52.0,0.018,0.0409999999999999,0.5,19.0
104,2017-09-13,52,96,32,86,74,125,112958.0,21.1,0.0,0.9,0.003,40.0,0.018,0.04,0.5,13.0
105,2017-09-14,51,87,29,90,85,118,113601.0,21.6,0.0,1.1,0.003,39.0,0.021,0.042,0.5,13.0
106,2017-09-15,72,101,44,123,60,102,116460.0,21.7,0.0,2.1,0.002,32.0,0.0279999999999999,0.026,0.3,7.0
107,2017-09-16,119,134,58,128,91,124,114957.0,21.4,0.0,1.7,0.002,27.0,0.025,0.025,0.3,6.0
108,2017-09-17,40,65,58,127,11,47,99409.0,22.4,0.0,1.4,0.003,23.0,0.02,0.03,0.3,7.0
109,2017-09-18,51,109,75,153,23,73,111206.0,21.6,0.0,1.3,0.003,37.0,0.018,0.0409999999999999,0.4,12.0
110,2017-09-19,23,70,44,114,13,48,106308.0,23.5,0.0,1.7,0.003,85.0,0.042,0.05,0.6,41.0
111,2017-09-20,23,77,26,109,14,58,97010.0,20.6,2.5,1.5,0.003,55.0,0.03,0.042,0.5,20.0
112,2017-09-21,48,108,42,103,59,124,109418.0,19.4,0.0,0.7,0.002,39.0,0.019,0.051,0.4,14.0
113,2017-09-22,23,94,43,134,23,94,112185.0,20.3,0.0,0.9,0.002,39.0,0.026,0.054,0.4,18.0
114,2017-09-23,43,171,52,142,50,192,108514.0,20.8,0.0,0.7,0.002,45.0,0.02,0.049,0.5,24.0
115,2017-09-24,104,160,42,82,64,157,93723.0,23.0,0.0,1.0,0.002,45.0,0.03,0.044,0.5,34.0
116,2017-09-25,79,87,37,76,76,127,107566.0,23.4,0.0,0.9,0.002,62.0,0.027,0.049,0.6,38.0
117,2017-09-26,34,66,40,86,48,77,108495.0,23.7,0.0,0.8,0.003,56.0,0.025,0.052,0.5,26.0
118,2017-09-27,15,40,18,72,28,61,106698.0,19.2,36.5,1.0,0.002,40.0,0.02,0.043,0.5,15.0
119,2017-09-28,14,39,18,82,10,37,113555.0,20.6,0.0,1.4,0.003,41.0,0.015,0.047,0.4,14.0
120,2017-09-29,63,124,45,119,45,103,117359.0,15.9,0.0,1.1,0.003,39.0,0.021,0.046,0.5,13.0
121,2017-09-30,72,104,37,82,113,154,110254.0,17.8,0.0,0.6,0.003,42.0,0.017,0.0579999999999999,0.5,17.0
122,2017-10-01,73,112,39,72,69,89,90462.0,16.0,12.0,0.8,0.003,37.0,0.018,0.04,0.4,15.0
123,2017-10-02,14,59,20,67,13,43,98868.0,19.1,3.5,0.6,0.003,26.0,0.012,0.044,0.5,11.0
124,2017-10-03,22,48,23,65,16,39,84867.0,18.8,0.0,1.0,0.004,49.0,0.021,0.033,0.4,16.0
125,2017-10-04,42,58,29,68,30,62,89114.0,17.7,0.0,1.2,0.004,41.0,0.022,0.027,0.3,12.0
126,2017-10-05,38,57,29,66,55,78,81267.0,18.2,0.0,1.4,0.003,30.0,0.0289999999999999,0.026,0.3,7.0
127,2017-10-06,57,76,52,120,67,88,86330.0,17.0,1.5,0.8,0.003,24.0,0.02,0.031,0.3,7.0
128,2017-10-07,91,86,84,148,114,128,95932.0,19.7,0.5,0.6,0.003,29.0,0.009,0.036,0.4,9.0
129,2017-10-08,89,60,92,135,123,102,87753.0,21.4,0.0,0.6,0.003,23.0,0.013,0.038,0.4,10.0
130,2017-10-09,36,20,45,73,29,24,93862.0,22.1,0.0,0.7,0.003,29.0,0.015,0.037,0.4,13.0
131,2017-10-10,11,11,8,14,6,7,100265.0,22.7,0.0,0.9,0.002,31.0,0.012,0.035,0.4,13.0
132,2017-10-11,23,34,24,46,11,20,100174.0,17.9,11.0,1.4,0.002,30.0,0.013,0.0279999999999999,0.4,11.0
133,2017-10-12,44,62,44,87,22,37,99932.0,12.8,2.5,1.0,0.003,43.0,0.0069999999999999,0.034,0.4,14.0
134,2017-10-13,88,98,62,110,38,54,107174.0,12.3,0.0,1.0,0.003,55.0,0.011,0.049,0.5,19.0
135,2017-10-14,46,63,109,201,15,33,110154.0,14.0,0.0,1.0,0.004,48.0,0.011,0.053,0.6,16.0
136,2017-10-15,89,97,93,166,50,53,93524.0,15.1,0.0,1.0,0.004,40.0,0.018,0.0409999999999999,0.4,11.0
137,2017-10-16,50,61,119,206,41,54,107090.0,16.4,0.0,1.0,0.003,44.0,0.016,0.047,0.4,14.0
138,2017-10-17,34,62,88,165,70,77,107990.0,15.9,0.0,0.8,0.002,48.0,0.012,0.042,0.5,18.0
139,2017-10-18,62,58,61,105,69,44,105905.0,16.3,0.0,1.4,0.002,39.0,0.03,0.0279999999999999,0.3,9.0
140,2017-10-19,84,73,74,125,56,40,108980.0,16.9,0.0,1.2,0.002,36.0,0.021,0.033,0.3,10.0
141,2017-10-20,95,91,74,125,98,79,48175.0,16.7,0.0,0.8,0.002,36.0,0.0139999999999999,0.043,0.4,12.0
142,2017-10-21,71,79,76,134,73,71,112677.0,16.2,0.0,0.7,0.002,41.0,0.012,0.042,0.4,13.0
143,2017-10-22,30,57,57,120,39,48,94609.0,16.5,0.0,1.6,0.002,32.0,0.026,0.027,0.3,10.0
144,2017-10-23,29,56,28,75,36,43,109922.0,13.3,0.0,1.1,0.003,44.0,0.021,0.0409999999999999,0.4,12.0
145,2017-10-24,50,70,33,92,70,72,89582.0,12.4,0.0,0.6,0.002,56.0,0.009,0.045,0.5,17.0
146,2017-10-25,86,112,62,152,110,92,108705.0,12.5,0.0,0.6,0.003,66.0,0.011,0.042,0.6,25.0
147,2017-10-26,160,158,64,138,153,123,107769.0,13.1,0.0,0.6,0.003,81.0,0.01,0.05,0.6,35.0
148,2017-10-27,203,183,82,156,170,123,110437.0,14.6,0.0,0.6,0.003,90.0,0.0069999999999999,0.055,0.7,44.0
149,2017-10-28,75,85,86,174,43,55,113371.0,15.5,0.0,0.7,0.003,62.0,0.011,0.039,0.6,15.0
150,2017-10-29,13,28,9,52,8,23,96137.0,12.3,0.0,1.5,0.003,75.0,0.016,0.026,0.5,15.0
151,2017-10-30,36,62,23,83,19,44,109326.0,7.7,0.0,1.0,0.003,57.0,0.015,0.031,0.5,18.0
152,2017-10-31,75,121,42,114,62,105,94880.0,8.9,0.0,0.7,0.003,58.0,0.009,0.04,0.6,16.0
153,2017-11-01,85,133,65,149,65,100,107699.0,12.9,0.0,1.0,0.003,64.0,0.018,0.037,0.6,21.0
154,2017-11-02,126,144,124,227,52,87,105564.0,13.9,0.0,0.5,0.003,71.0,0.013,0.038,0.6,29.0
155,2017-11-03,22,47,42,101,8,28,109676.0,11.8,0.0,1.4,0.003,71.0,0.013,0.033,0.6,28.0
156,2017-11-04,46,71,25,74,38,64,109914.0,8.5,0.0,1.2,0.003,74.0,0.022,0.0279999999999999,0.6,34.0
157,2017-11-05,54,88,35,86,101,120,95493.0,7.3,0.0,0.6,0.003,76.0,0.012,0.033,0.7,35.0
158,2017-11-06,86,120,42,97,152,144,108387.0,9.1,0.0,0.6,0.004,72.0,0.01,0.0409999999999999,0.7,31.0
159,2017-11-07,88,131,92,188,81,99,94941.0,14.0,0.0,0.5,0.004,66.0,0.008,0.042,0.6,27.0
160,2017-11-08,17,48,88,238,20,45,95119.0,15.0,0.0,1.6,0.004,95.0,0.02,0.033,0.5,28.0
161,2017-11-09,63,117,30,120,53,94,108694.0,9.2,0.0,0.5,0.004,66.0,0.008,0.037,0.6,20.0
162,2017-11-10,22,66,31,98,7,37,109494.0,10.5,2.0,1.5,0.004,72.0,0.013,0.033,0.6,20.0
163,2017-11-11,26,46,25,84,18,38,111895.0,6.7,0.0,1.2,0.004,88.0,0.015,0.026,0.4,13.0
164,2017-11-12,82,125,46,114,56,93,95119.0,5.7,0.0,0.6,0.004,56.0,0.008,0.032,0.6,20.0
165,2017-11-13,63,108,62,133,26,71,105285.0,7.7,0.0,0.7,0.005,73.0,0.004,0.042,0.8,30.0
166,2017-11-14,13,36,31,102,11,32,106720.0,9.4,0.0,1.4,0.004,68.0,0.013,0.034,0.5,19.0
167,2017-11-15,24,49,50,132,16,38,94034.0,6.3,0.0,1.6,0.003,53.0,0.015,0.032,0.4,11.0
168,2017-11-16,44,77,90,202,58,87,106734.0,3.4,0.0,1.0,0.004,52.0,0.0139999999999999,0.034,0.5,16.0
169,2017-11-17,39,70,75,188,22,58,109719.0,5.2,0.0,0.7,0.005,74.0,0.003,0.05,0.8,27.0
170,2017-11-18,26,41,14,42,40,62,107577.0,1.1,0.0,2.3,0.004,62.0,0.02,0.027,0.4,18.0
171,2017-11-19,94,128,42,99,89,118,93787.0,0.1,0.0,1.3,0.004,45.0,0.018,0.0279999999999999,0.4,13.0
172,2017-11-20,151,172,99,171,105,129,106947.0,4.2,0.0,1.3,0.004,58.0,0.0139999999999999,0.039,0.5,19.0
173,2017-11-21,146,168,81,142,119,158,107049.0,2.8,0.0,0.6,0.004,63.0,0.006,0.045,0.7,28.0
174,2017-11-22,11,51,47,128,7,31,105946.0,5.2,0.0,0.9,0.004,86.0,0.0069999999999999,0.047,0.8,28.0
175,2017-11-23,14,42,35,107,7,29,105620.0,2.1,0.5,1.2,0.004,46.0,0.013,0.032,0.5,11.0
176,2017-11-24,20,45,23,85,22,50,111891.0,1.4,6.0,1.1,0.003,37.0,0.01,0.032,0.5,13.0
177,2017-11-25,54,99,71,169,39,74,106208.0,6.5,0.0,1.7,0.004,66.0,0.02,0.0289999999999999,0.6,18.0
178,2017-11-26,18,45,63,148,12,30,91512.0,7.7,3.0,1.8,0.004,65.0,0.024,0.0289999999999999,0.5,24.0
179,2017-11-27,60,94,60,140,70,96,106872.0,3.7,0.0,0.5,0.005,89.0,0.003,0.045,1.0,40.0
180,2017-11-28,63,119,80,178,37,76,104619.0,6.2,0.0,0.6,0.005,96.0,0.005,0.046,1.1,44.0
181,2017-11-29,16,48,36,103,14,36,107363.0,6.9,0.0,1.4,0.005,84.0,0.013,0.033,0.6,25.0
182,2017-11-30,26,51,55,132,26,52,106125.0,0.9,0.0,1.6,0.005,47.0,0.019,0.0289999999999999,0.4,10.0
183,2017-12-01,73,103,84,166,73,106,111249.0,-0.3,0.0,1.2,0.005,43.0,0.018,0.033,0.5,13.0
184,2017-12-02,185,223,99,174,152,220,106055.0,2.3,0.0,0.5,0.006,57.0,0.0069999999999999,0.044,0.8,19.0
185,2017-12-03,128,134,125,200,48,77,91653.0,6.6,0.0,0.8,0.006,68.0,0.0069999999999999,0.046,0.9,31.0
186,2017-12-04,13,29,24,64,6,22,104310.0,2.9,0.0,1.9,0.006,66.0,0.012,0.037,0.6,28.0
187,2017-12-05,59,94,45,100,25,51,104364.0,-2.5,0.0,1.5,0.005,43.0,0.015,0.03,0.4,12.0
188,2017-12-06,60,99,95,149,23,52,99014.0,1.8,0.5,0.8,0.005,50.0,0.0069999999999999,0.042,0.7,24.0
189,2017-12-07,22,40,95,175,9,28,103408.0,3.8,2.5,1.4,0.005,60.0,0.011,0.04,0.6,26.0
190,2017-12-08,32,67,27,80,23,48,107569.0,-1.1,0.0,1.5,0.005,49.0,0.017,0.0279999999999999,0.4,15.0
191,2017-12-09,103,160,55,126,34,63,102343.0,1.1,0.0,0.6,0.005,54.0,0.012,0.033,0.6,17.0
192,2017-12-10,20,59,83,156,7,46,86153.0,3.7,1.5,1.4,0.005,57.0,0.011,0.035,0.8,25.0
193,2017-12-11,13,32,38,122,6,21,102537.0,-3.4,0.0,2.3,0.004,53.0,0.015,0.024,0.4,10.0
194,2017-12-12,18,37,38,92,14,27,103945.0,-5.7,0.0,1.6,0.003,52.0,0.012,0.0289999999999999,0.5,15.0
195,2017-12-13,50,86,94,189,32,50,102143.0,-5.3,0.0,1.0,0.004,50.0,0.011,0.037,0.6,17.0
196,2017-12-14,60,74,126,176,74,87,104479.0,-4.5,0.0,0.6,0.005,73.0,0.002,0.055,0.9,35.0
197,2017-12-15,60,71,135,183,33,55,106992.0,-1.2,0.0,0.6,0.005,77.0,0.003,0.061,1.1,41.0
198,2017-12-16,11,55,59,111,8,39,104789.0,-1.7,0.0,2.0,0.004,52.0,0.017,0.0289999999999999,0.5,26.0
199,2017-12-17,46,84,31,81,28,52,89767.0,-4.4,0.0,1.0,0.004,52.0,0.015,0.032,0.5,17.0
200,2017-12-18,33,68,56,118,12,47,102316.0,1.3,0.0,1.3,0.005,61.0,0.006,0.051,0.8,26.0
201,2017-12-19,28,55,42,101,37,72,100807.0,-1.5,0.0,1.5,0.004,60.0,0.013,0.034,0.5,20.0
202,2017-12-20,43,73,64,130,20,43,101415.0,-1.2,0.5,0.7,0.004,45.0,0.006,0.045,0.7,21.0
203,2017-12-21,74,111,40,102,53,77,100904.0,-0.1,0.0,0.5,0.004,45.0,0.0069999999999999,0.043,0.7,27.0
204,2017-12-22,82,118,88,150,36,61,107729.0,1.9,0.0,0.6,0.005,53.0,0.006,0.051,1.0,34.0
205,2017-12-23,77,117,135,220,32,57,103251.0,4.9,0.0,0.4,0.006,90.0,0.006,0.06,1.3,55.0
206,2017-12-24,34,79,70,153,13,49,83058.0,4.0,19.0,1.2,0.004,56.0,0.008,0.044,0.9,41.0
207,2017-12-25,27,49,41,112,31,50,86678.0,0.4,0.0,2.0,0.004,46.0,0.021,0.027,0.4,16.0
208,2017-12-26,27,52,85,198,25,44,101472.0,-0.6,0.0,2.0,0.004,37.0,0.017,0.032,0.4,15.0
209,2017-12-27,68,96,94,189,76,89,104460.0,-3.9,0.0,1.3,0.004,36.0,0.015,0.034,0.5,13.0
210,2017-12-28,134,187,148,248,109,110,103699.0,-1.2,0.0,0.7,0.006,54.0,0.0069999999999999,0.045,0.8,29.0
211,2017-12-29,189,218,269,378,175,168,106780.0,3.3,0.0,0.8,0.005,77.0,0.005,0.049,0.8,52.0
212,2017-12-30,192,214,230,410,111,118,98822.0,3.7,0.5,0.6,0.005,115.0,0.013,0.047,1.0,75.0
213,2017-12-31,175,207,105,192,32,67,87094.0,2.0,0.5,1.6,0.005,80.0,0.02,0.03,0.6,28.0
214,2018-01-01,76,97,126,247,34,63,78183.0,-0.6,0.0,0.6,0.005,57.0,0.01,0.037,0.8,25.0
215,2018-01-02,42,55,145,244,28,50,99018.0,-0.3,0.0,0.7,0.006,75.0,0.005,0.047,1.1,36.0
216,2018-01-03,14,28,35,70,11,28,101731.0,-1.7,0.0,1.2,0.006,45.0,0.0139999999999999,0.034,0.5,16.0
217,2018-01-04,25,49,41,81,15,30,99633.0,-2.3,0.0,0.9,0.005,60.0,0.009,0.0409999999999999,0.5,26.0
