,date,TPM2.5,TPM10,JPM2.5,JPM10,BPM2.5,BPM10,교통량합계,평균기온(°C),일강수량(mm),평균 풍속(m/s),SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
931,2019-12-19,24,37,73,113,11,23,78725.0,1.4,0.0,1.0,0.004,36.0,0.01,0.025,0.5,15.0
932,2019-12-20,30,49,96,146,19,34,79625.0,1.3,0.0,1.0,0.003,51.0,0.01,0.025,0.6,22.0
933,2019-12-21,76,97,126,175,38,51,79684.0,0.6,0.0,0.5,0.004,62.0,0.003,0.03,0.7,31.0
934,2019-12-22,132,148,170,222,63,78,69915.0,3.3,0.0,0.5,0.004,58.0,0.006,0.0279999999999999,0.6,31.0
935,2019-12-23,74,72,146,189,48,57,76230.0,4.3,0.0,1.2,0.003,62.0,0.009,0.0279999999999999,0.5,32.0
936,2019-12-24,46,46,97,142,82,76,0.0,1.6,0.0,0.6,0.004,83.0,0.003,0.035,0.6,46.0
937,2019-12-25,78,80,116,145,58,57,68040.0,3.0,0.0,0.6,0.004,85.0,0.003,0.035,0.6,55.0
938,2019-12-26,40,66,70,102,16,47,75158.0,3.0,1.5,1.3,0.003,52.0,0.006,0.031,0.4,32.0
939,2019-12-27,69,120,49,92,39,88,81870.0,0.7,0.0,1.3,0.003,42.0,0.016,0.024,0.3,18.0
940,2019-12-28,107,143,59,95,77,118,76493.0,0.7,0.0,0.5,0.004,55.0,0.006,0.0289999999999999,0.5,22.0
941,2019-12-29,130,139,50,77,89,110,63110.0,2.4,9.0,0.5,0.004,46.0,0.0069999999999999,0.026,0.4,25.0
942,2019-12-30,10,40,48,97,8,35,72561.0,4.5,0.5,1.1,0.003,27.0,0.01,0.025,0.3,16.0
943,2019-12-31,18,32,24,53,21,36,81834.0,-4.2,0.0,2.2,0.003,30.0,0.02,0.018,0.2,11.0
944,2020-01-01,62,97,52,88,35,56,59528.0,-0.5,0.0,0.9,0.003,34.0,0.01,0.022,0.4,17.0
945,2020-01-02,84,127,103,155,51,80,72035.0,1.6,0.0,0.9,0.004,71.0,0.006,0.03,0.5,35.0
946,2020-01-03,141,190,150,213,50,72,78729.0,2.2,0.0,0.9,0.004,94.0,0.0069999999999999,0.033,0.5,47.0
947,2020-01-04,143,160,202,261,43,66,74331.0,0.8,0.0,0.6,0.004,84.0,0.003,0.032,0.7,48.0
948,2020-01-05,57,70,193,233,61,73,63741.0,1.3,0.0,0.5,0.004,56.0,0.006,0.0279999999999999,0.5,34.0
949,2020-01-06,78,62,92,106,55,32,72105.0,3.2,9.5,0.5,0.004,32.0,0.003,0.03,0.5,22.0
950,2020-01-07,46,40,36,37,12,19,69649.0,8.4,46.0,0.7,0.004,11.0,0.003,0.035,0.7,10.0
951,2020-01-08,15,25,59,71,17,25,73425.0,4.5,4.0,3.1,0.003,28.0,0.017,0.018,0.2,22.0
952,2020-01-09,95,94,74,100,35,39,103705.0,1.9,0.0,1.5,0.004,56.0,0.02,0.022,0.3,29.0
953,2020-01-10,69,67,107,139,26,33,107519.0,0.6,0.0,0.7,0.004,68.0,0.005,0.031,0.6,39.0
954,2020-01-11,25,42,134,173,11,20,103841.0,1.6,0.0,0.8,0.004,68.0,0.01,0.027,0.6,38.0
955,2020-01-12,34,49,96,133,19,26,64902.0,1.7,0.0,1.5,0.004,39.0,0.023,0.018,0.3,19.0
956,2020-01-13,15,27,119,155,11,20,75471.0,0.8,0.0,1.7,0.003,33.0,0.018,0.02,0.2,10.0
957,2020-01-14,29,51,60,88,17,25,77323.0,0.5,0.0,0.9,0.004,47.0,0.01,0.026,0.4,21.0
958,2020-01-15,135,138,74,117,49,58,105531.0,-0.5,0.0,0.9,0.004,52.0,0.008,0.026,0.3,26.0
959,2020-01-16,226,206,115,170,41,49,104264.0,-0.1,0.0,0.8,0.003,54.0,0.006,0.03,0.2,27.0
960,2020-01-17,222,196,168,217,72,79,108127.0,0.3,0.0,0.6,0.003,71.0,0.004,0.036,0.4,39.0
961,2020-01-18,236,216,157,195,157,154,104434.0,0.4,0.0,0.6,0.003,62.0,0.006,0.033,0.4,36.0
962,2020-01-19,70,89,158,215,28,69,64300.0,3.0,0.0,1.3,0.003,71.0,0.013,0.0279999999999999,0.3,40.0
963,2020-01-20,16,26,90,153,10,27,77382.0,3.4,0.0,2.0,0.003,68.0,0.019,0.023,0.2,28.0
964,2020-01-21,43,62,92,148,43,56,80473.0,0.7,0.0,0.9,0.003,43.0,0.013,0.0279999999999999,0.2,21.0
965,2020-01-22,161,168,114,165,66,70,105240.0,2.6,0.0,0.5,0.004,55.0,0.002,0.034,0.4,31.0
966,2020-01-23,154,133,160,210,56,63,108478.0,6.2,0.5,0.9,0.005,67.0,0.009,0.031,0.2,36.0
967,2020-01-24,56,50,115,151,76,77,89829.0,4.1,0.0,0.7,0.005,90.0,0.009,0.03,0.4,59.0
968,2020-01-25,78,89,71,95,145,161,87655.0,5.4,0.0,0.4,0.004,64.0,0.006,0.0279999999999999,0.4,41.0
969,2020-01-26,216,221,98,123,152,147,62426.0,6.6,0.0,1.4,0.004,34.0,0.016,0.017,0.2,20.0
970,2020-01-27,239,227,65,80,158,137,58259.0,5.9,3.0,2.3,0.004,10.0,0.031,0.01,0.1,3.0
971,2020-01-28,197,166,88,106,171,147,75171.0,6.7,0.0,0.8,0.004,20.0,0.009,0.023,0.1,11.0
972,2020-01-29,81,56,127,147,70,51,101839.0,7.0,0.0,0.7,0.005,31.0,0.0069999999999999,0.026,0.1,12.0
973,2020-01-30,24,28,74,96,46,48,101366.0,5.8,0.0,0.9,0.004,34.0,0.01,0.024,0.2,18.0
974,2020-01-31,90,86,69,86,44,47,105718.0,4.0,0.0,1.5,0.002,45.0,0.023,0.02,0.3,30.0
975,2020-02-01,25,30,98,124,9,16,97378.0,2.6,0.0,0.8,0.003,71.0,0.012,0.0279999999999999,0.8,51.0
976,2020-02-02,26,24,77,98,31,32,59879.0,2.1,0.0,0.9,0.003,75.0,0.02,0.025,0.7,54.0
977,2020-02-03,24,28,45,59,18,28,75216.0,1.9,0.0,1.5,0.003,43.0,0.025,0.019,0.4,25.0
978,2020-02-04,28,39,67,93,10,18,77005.0,0.3,0.0,1.2,0.002,37.0,0.015,0.024,0.4,20.0
979,2020-02-05,16,26,23,39,26,33,103469.0,-4.3,0.0,2.3,0.002,31.0,0.024,0.015,0.2,10.0
980,2020-02-06,29,32,62,78,44,38,101159.0,-4.5,0.0,1.0,0.002,46.0,0.009,0.026,0.4,21.0
981,2020-02-07,100,100,76,87,72,52,105721.0,-1.1,0.0,0.9,0.003,58.0,0.0069999999999999,0.032,0.7,32.0
982,2020-02-08,101,92,83,96,60,50,100274.0,1.9,0.0,1.7,0.002,46.0,0.024,0.019,0.3,27.0
983,2020-02-09,151,138,104,123,122,109,61668.0,0.3,0.0,1.1,0.003,34.0,0.021,0.021,0.4,21.0
984,2020-02-10,169,157,65,85,124,103,76666.0,5.3,0.0,1.0,0.003,58.0,0.019,0.027,0.5,32.0
985,2020-02-11,126,103,52,69,182,141,76022.0,6.5,0.0,0.5,0.004,66.0,0.0069999999999999,0.034,0.7,35.0
986,2020-02-12,105,87,54,70,207,145,97761.0,7.6,12.0,0.7,0.004,38.0,0.0069999999999999,0.031,0.8,26.0
987,2020-02-13,105,92,47,64,197,142,100032.0,7.3,0.0,1.4,0.003,38.0,0.0139999999999999,0.022,0.3,24.0
988,2020-02-14,40,45,36,47,50,39,107366.0,7.7,0.0,0.7,0.004,89.0,0.006,0.031,0.6,52.0
989,2020-02-15,10,9,20,26,6,11,101602.0,9.8,2.0,0.8,0.004,74.0,0.015,0.0279999999999999,0.6,43.0
990,2020-02-16,6,9,14,27,3,8,56581.0,1.2,6.0,2.5,0.003,20.0,0.022,0.015,0.1,11.0
991,2020-02-17,9,14,14,25,7,14,73438.0,-2.8,0.0,2.6,0.003,32.0,0.025,0.016,0.2,11.0
992,2020-02-18,39,47,23,40,17,23,76306.0,-0.8,0.0,1.6,0.004,34.0,0.022,0.02,0.2,16.0
993,2020-02-19,92,78,33,51,58,51,102864.0,2.3,0.0,0.7,0.005,48.0,0.009,0.0279999999999999,0.4,21.0
994,2020-02-20,92,79,64,91,109,76,102265.0,5.2,0.0,0.6,0.006,65.0,0.009,0.032,0.5,36.0
995,2020-02-21,113,115,96,153,75,95,102980.0,7.3,1.5,0.6,0.006,72.0,0.01,0.034,0.5,39.0
996,2020-02-22,9,19,23,68,8,16,91194.0,6.3,1.5,2.7,0.005,71.0,0.03,0.018,0.1,26.0
997,2020-02-23,47,81,42,105,41,51,48283.0,3.9,0.0,1.3,0.005,30.0,0.031,0.015,0.1,12.0
998,2020-02-24,85,111,73,118,61,86,60089.0,7.2,0.5,0.7,0.005,34.0,0.011,0.026,0.3,17.0
999,2020-02-25,37,52,59,75,51,75,38528.0,7.1,51.5,1.2,0.004,9.0,0.022,0.018,0.2,7.0
1000,2020-02-26,26,40,51,89,37,47,70736.0,8.4,0.0,1.0,0.003,26.0,0.02,0.021,0.1,11.0
1001,2020-02-27,22,29,28,48,28,32,91770.0,7.0,0.0,1.0,0.002,37.0,0.023,0.017,0.2,17.0
1002,2020-02-28,64,52,46,53,65,63,92908.0,4.9,2.5,0.6,0.002,27.0,0.009,0.021,0.2,17.0
1003,2020-02-29,73,56,65,76,86,57,84127.0,7.2,0.0,0.6,0.003,34.0,0.01,0.021,0.2,17.0
1004,2020-03-01,39,37,73,95,21,21,44552.0,6.2,0.0,1.5,0.003,42.0,0.018,0.016,0.2,27.0
1005,2020-03-02,40,44,49,77,25,27,68781.0,5.8,0.0,1.9,0.003,46.0,0.03,0.017,0.2,30.0
1006,2020-03-03,28,24,36,63,14,21,67912.0,7.4,0.0,1.4,0.003,49.0,0.022,0.022,0.3,30.0
1007,2020-03-04,10,16,20,40,11,16,68618.0,4.0,0.0,2.8,0.002,34.0,0.033,0.015,0.1,20.0
1008,2020-03-05,33,42,42,76,38,48,92637.0,3.4,0.0,1.6,0.003,38.0,0.032,0.018,0.3,27.0
1009,2020-03-06,83,86,58,93,85,79,97918.0,4.8,0.0,0.7,0.003,37.0,0.012,0.027,0.4,23.0
1010,2020-03-07,105,67,85,118,64,45,85205.0,6.0,0.0,0.6,0.003,42.0,0.009,0.027,0.4,25.0
1011,2020-03-08,112,85,104,152,97,61,49855.0,8.8,0.0,0.8,0.004,37.0,0.017,0.021,0.2,24.0
1012,2020-03-09,77,48,107,139,51,32,68495.0,9.9,1.0,0.8,0.004,50.0,0.0139999999999999,0.0279999999999999,0.3,32.0
1013,2020-03-10,30,32,42,79,10,30,63733.0,6.8,8.0,1.5,0.004,42.0,0.018,0.024,0.1,29.0
1014,2020-03-11,43,85,42,119,29,51,71959.0,5.2,0.0,2.1,0.003,38.0,0.026,0.017,0.2,11.0
1015,2020-03-12,45,102,43,123,18,37,94514.0,7.4,0.0,1.2,0.004,36.0,0.022,0.019,0.3,11.0
1016,2020-03-13,24,51,25,62,11,23,98283.0,7.1,0.0,1.5,0.004,30.0,0.021,0.02,0.2,11.0
1017,2020-03-14,26,54,38,93,8,37,91779.0,5.0,0.0,2.0,0.003,33.0,0.032,0.016,0.2,12.0
1018,2020-03-15,17,60,28,90,7,33,50936.0,5.4,0.0,2.8,0.003,47.0,0.034,0.013,0.2,18.0
1019,2020-03-16,29,74,31,88,26,71,71655.0,4.7,0.0,1.6,0.003,27.0,0.027,0.016,0.2,12.0
1020,2020-03-17,48,85,44,100,30,61,68733.0,7.9,0.0,2.0,0.003,48.0,0.03,0.019,0.2,19.0
1021,2020-03-18,43,161,42,180,36,127,72588.0,10.4,0.0,0.8,0.002,51.0,0.02,0.025,0.1,24.0
1022,2020-03-19,10,44,11,72,8,46,92211.0,10.4,0.0,3.6,0.002,57.0,0.034,0.018,0.2,18.0
1023,2020-03-20,48,134,36,161,29,70,101731.0,9.4,0.0,2.0,0.002,46.0,0.026,0.017,0.1,8.0
1024,2020-03-21,37,98,62,174,27,94,92515.0,14.5,0.0,1.5,0.003,59.0,0.033,0.023,0.2,19.0
1025,2020-03-22,29,60,40,90,30,74,54423.0,13.6,0.0,1.9,0.002,48.0,0.047,0.012,0.1,21.0
1026,2020-03-23,41,76,46,109,28,55,72441.0,10.4,0.0,1.9,0.003,45.0,0.037,0.018,0.1,22.0
1027,2020-03-24,65,85,42,101,51,68,70868.0,11.3,0.0,1.0,0.003,61.0,0.031,0.023,0.4,32.0
1028,2020-03-25,73,92,34,76,117,111,72575.0,13.8,0.0,0.8,0.003,61.0,0.032,0.024,0.8,34.0
1029,2020-03-26,24,50,44,80,8,24,93887.0,14.2,0.5,0.6,0.003,43.0,0.023,0.022,0.3,27.0
1030,2020-03-27,8,31,13,41,5,21,96789.0,11.7,8.5,1.5,0.003,34.0,0.012,0.018,0.1,18.0
1031,2020-03-28,14,43,19,57,10,28,91113.0,7.6,0.0,1.3,0.003,39.0,0.022,0.015,0.2,8.0
1032,2020-03-29,38,65,39,85,45,72,52019.0,8.9,0.0,1.3,0.002,36.0,0.03,0.013,0.4,13.0
1033,2020-03-30,49,65,59,105,68,87,54757.0,12.0,0.0,1.0,0.003,36.0,0.035,0.016,0.2,16.0
1034,2020-03-31,54,68,39,66,64,75,67891.0,12.9,0.0,1.0,0.004,43.0,0.031,0.021,0.3,20.0
1035,2020-04-01,25,53,36,102,9,21,72415.0,11.8,0.0,1.9,0.003,49.0,0.035,0.018,0.3,24.0
1036,2020-04-02,36,58,50,88,16,34,96377.0,10.0,0.0,1.2,0.002,41.0,0.032,0.017,0.3,21.0
1037,2020-04-03,38,56,60,92,14,36,101703.0,10.7,0.0,1.4,0.003,46.0,0.035,0.018,0.3,25.0
1038,2020-04-04,23,189,41,157,23,154,93742.0,10.0,0.0,2.2,0.003,71.0,0.044,0.013,0.2,23.0
1039,2020-04-05,29,84,38,115,30,88,56036.0,8.0,0.0,1.5,0.002,36.0,0.035,0.013,0.3,14.0
1040,2020-04-06,84,153,36,88,62,122,73448.0,9.7,0.0,1.4,0.002,45.0,0.033,0.018,0.3,20.0
1041,2020-04-07,39,89,52,124,45,103,69807.0,11.7,0.0,2.0,0.003,59.0,0.042,0.016,0.3,20.0
1042,2020-04-08,24,66,71,148,21,60,75755.0,10.1,0.0,2.2,0.002,36.0,0.036,0.0139999999999999,0.2,15.0
1043,2020-04-09,22,40,37,66,34,47,98402.0,9.9,0.0,1.5,0.002,38.0,0.033,0.016,0.5,18.0
1044,2020-04-10,44,55,50,71,39,50,102984.0,10.9,0.0,1.6,0.002,40.0,0.034,0.016,0.6,23.0
1045,2020-04-11,35,60,53,88,20,38,94835.0,9.0,0.0,1.5,0.003,43.0,0.037,0.0139999999999999,0.4,26.0
1046,2020-04-12,35,91,40,98,17,52,52331.0,8.5,1.0,1.2,0.003,33.0,0.035,0.013,0.4,19.0
1047,2020-04-13,57,103,39,96,26,67,74611.0,10.7,0.0,1.9,0.003,24.0,0.032,0.017,0.3,10.0
1048,2020-04-14,69,92,41,87,66,102,76078.0,13.0,0.0,1.5,0.003,30.0,0.033,0.019,0.4,20.0
1049,2020-04-15,61,89,39,81,63,93,64859.0,12.8,0.0,0.9,0.004,49.0,0.044,0.021,0.5,29.0
1050,2020-04-16,64,96,42,117,23,75,98981.0,15.9,0.0,1.6,0.004,51.0,0.04,0.018,0.4,29.0
1051,2020-04-17,37,67,36,105,23,37,102664.0,14.5,3.0,2.2,0.004,32.0,0.04,0.015,0.3,15.0
1052,2020-04-18,68,77,66,107,33,45,95858.0,13.7,0.0,2.0,0.004,41.0,0.043,0.012,0.4,20.0
1053,2020-04-19,66,65,68,84,39,54,53776.0,11.4,12.5,1.2,0.004,27.0,0.032,0.012,0.3,15.0
1054,2020-04-20,11,32,23,60,7,31,71135.0,11.0,0.0,2.1,0.004,20.0,0.031,0.016,0.4,9.0
1055,2020-04-21,9,44,17,58,7,33,72936.0,9.4,0.0,3.2,0.003,34.0,0.035,0.013,0.3,7.0
1056,2020-04-22,10,34,15,64,6,24,75165.0,7.3,0.0,2.9,0.003,62.0,0.033,0.013,0.4,7.0
1057,2020-04-23,10,30,19,61,7,21,98877.0,9.0,0.0,2.7,0.003,54.0,0.034,0.0139999999999999,0.4,11.0
1058,2020-04-24,24,107,32,109,19,132,103383.0,10.6,0.0,2.9,0.003,42.0,0.0409999999999999,0.0139999999999999,0.3,9.0
1059,2020-04-25,19,80,31,114,10,53,93433.0,15.7,0.0,3.5,0.004,64.0,0.064,0.013,0.4,23.0
1060,2020-04-26,31,59,30,73,14,33,51212.0,13.3,0.0,2.0,0.003,31.0,0.043,0.011,0.3,14.0
1061,2020-04-27,54,72,34,79,41,63,60026.0,12.7,0.0,1.5,0.003,31.0,0.037,0.017,0.4,15.0
1062,2020-04-28,48,109,30,90,59,109,44473.0,13.6,0.0,1.9,0.003,38.0,0.039,0.017,0.4,19.0
1063,2020-04-29,52,97,38,81,61,117,65852.0,16.1,0.0,1.5,0.002,39.0,0.046,0.018,0.4,19.0
1064,2020-04-30,68,113,42,91,90,126,90546.0,17.8,0.0,1.6,0.002,34.0,0.04,0.016,0.4,19.0
1065,2020-05-01,60,102,35,72,108,132,95610.0,22.4,0.0,2.0,0.003,40.0,0.031,0.0139999999999999,0.3,26.0
1066,2020-05-02,49,73,40,81,55,81,93827.0,22.5,0.0,1.4,0.003,32.0,0.03,0.015,0.3,23.0
1067,2020-05-03,29,39,61,139,59,65,56521.0,19.0,11.0,1.0,0.002,18.0,0.022,0.012,0.3,18.0
1068,2020-05-04,25,53,24,75,34,50,74127.0,20.5,0.0,1.6,0.002,18.0,0.021,0.0139999999999999,0.3,15.0
1069,2020-05-05,45,52,23,49,48,50,59858.0,15.9,2.0,0.9,0.003,31.0,0.0139999999999999,0.015,0.4,29.0
1070,2020-05-06,59,65,45,95,71,63,83460.0,20.4,0.0,1.5,0.003,30.0,0.0289999999999999,0.0139999999999999,0.4,17.0
1071,2020-05-07,66,65,25,50,75,69,100565.0,20.0,0.0,2.3,0.003,22.0,0.043,0.013,0.4,11.0
1072,2020-05-08,26,13,17,21,39,20,105116.0,19.4,8.5,1.4,0.003,22.0,0.037,0.017,0.5,15.0
1073,2020-05-09,40,36,23,33,34,30,88863.0,16.1,18.0,1.8,0.003,7.0,0.024,0.0139999999999999,0.3,12.0
1074,2020-05-10,27,77,39,80,19,60,74022.0,14.8,0.5,2.1,0.003,20.0,0.034,0.011,0.4,22.0
1075,2020-05-11,17,70,22,68,18,126,94154.0,19.0,0.0,2.2,0.003,50.0,0.044,0.015,0.5,29.0
1076,2020-05-12,19,94,18,91,18,123,94303.0,16.7,0.0,3.1,0.003,47.0,0.047,0.012,0.4,24.0
1077,2020-05-13,43,156,37,183,41,186,97517.0,16.6,0.0,2.0,0.003,27.0,0.033,0.0139999999999999,0.4,11.0
1078,2020-05-14,31,88,43,121,35,89,96260.0,20.6,0.0,0.8,0.003,50.0,0.027,0.02,0.4,15.0
1079,2020-05-15,32,47,78,147,40,53,96154.0,16.7,26.0,1.1,0.003,36.0,0.024,0.018,0.4,17.0
1080,2020-05-16,44,58,49,125,41,59,93689.0,17.8,0.0,1.1,0.003,23.0,0.03,0.0139999999999999,0.4,24.0
1081,2020-05-17,37,104,53,187,17,81,78983.0,21.6,0.0,1.2,0.003,25.0,0.044,0.013,0.3,24.0
1082,2020-05-18,20,82,20,85,10,48,93529.0,20.0,10.5,1.8,0.003,23.0,0.037,0.0139999999999999,0.4,19.0
1083,2020-05-19,19,61,22,75,14,52,90243.0,14.3,4.5,1.8,0.004,12.0,0.0289999999999999,0.012,0.4,8.0
1084,2020-05-20,53,91,29,85,21,46,97612.0,15.0,0.0,1.3,0.004,10.0,0.021,0.0139999999999999,0.4,8.0
1085,2020-05-21,56,55,34,94,70,65,97787.0,17.8,0.0,0.9,0.004,19.0,0.025,0.016,0.4,16.0
1086,2020-05-22,39,38,26,79,42,35,100958.0,18.9,19.0,1.3,0.004,32.0,0.0279999999999999,0.016,0.4,24.0
1087,2020-05-23,18,29,39,95,5,13,98387.0,20.6,0.0,1.2,0.004,29.0,0.0289999999999999,0.0139999999999999,0.4,24.0
1088,2020-05-24,22,32,26,65,8,20,75474.0,19.7,3.0,1.7,0.004,23.0,0.0279999999999999,0.011,0.3,24.0
1089,2020-05-25,39,57,27,79,10,26,94875.0,18.1,0.0,1.1,0.004,30.0,0.027,0.0139999999999999,0.4,28.0
1090,2020-05-26,34,31,25,52,9,18,94651.0,20.0,0.0,1.6,0.004,50.0,0.035,0.016,0.5,33.0
1091,2020-05-27,18,30,21,59,9,22,97972.0,19.8,0.0,1.5,0.004,27.0,0.042,0.0139999999999999,0.4,20.0
1092,2020-05-28,30,63,17,55,37,62,85429.0,19.3,0.0,1.5,0.003,29.0,0.037,0.0139999999999999,0.4,26.0
1093,2020-05-29,51,96,26,78,59,82,102245.0,21.6,0.0,1.2,0.003,34.0,0.042,0.017,0.4,27.0
1094,2020-05-30,34,66,21,54,53,73,96566.0,22.9,0.0,1.0,0.003,29.0,0.042,0.016,0.4,24.0
1095,2020-05-31,18,31,27,64,11,14,77446.0,21.7,0.0,1.3,0.004,30.0,0.045,0.012,0.4,28.0
1096,2020-06-01,26,65,27,70,19,56,96404.0,21.2,0.5,2.0,0.004,13.0,0.031,0.0139999999999999,0.3,8.0
1097,2020-06-02,36,104,46,160,23,74,94670.0,20.3,0.0,1.1,0.004,16.0,0.021,0.017,0.4,11.0
1098,2020-06-03,51,285,43,176,42,218,97976.0,23.3,0.0,1.3,0.003,33.0,0.035,0.017,0.3,24.0
1099,2020-06-04,28,126,46,148,8,42,96671.0,25.5,0.0,2.1,0.001,35.0,0.042,0.022,0.2,23.0
1100,2020-06-05,19,46,60,173,12,38,101392.0,25.6,0.0,1.5,0.001,53.0,0.048,0.025,0.3,28.0
1101,2020-06-06,26,46,51,148,21,56,91279.0,24.5,4.5,1.3,0.001,62.0,0.045,0.021,0.3,36.0
1102,2020-06-07,59,121,33,105,34,93,77918.0,24.2,0.0,1.3,0.001,52.0,0.04,0.018,0.3,29.0
1103,2020-06-08,34,112,36,106,55,117,93975.0,26.5,0.0,1.0,0.001,58.0,0.044,0.032,0.3,33.0
1104,2020-06-09,47,102,38,93,38,90,97089.0,27.9,0.0,1.1,0.002,54.0,0.049,0.032,0.4,35.0
1105,2020-06-10,66,89,44,93,53,67,97588.0,25.9,57.5,1.1,0.001,43.0,0.036,0.03,0.3,34.0
1106,2020-06-11,63,84,41,91,47,70,97820.0,25.5,67.5,1.0,0.001,15.0,0.027,0.026,0.2,16.0
1107,2020-06-12,46,69,26,62,31,56,100783.0,24.3,4.0,0.8,0.001,42.0,0.011,0.03,0.4,28.0
1108,2020-06-13,51,91,29,58,50,86,95720.0,24.4,20.5,0.9,0.001,13.0,0.02,0.022,0.2,9.0
1109,2020-06-14,10,29,27,78,7,26,76173.0,24.2,5.0,2.1,0.001,8.0,0.024,0.015,0.2,6.0
1110,2020-06-15,22,78,25,91,14,52,97488.0,23.5,0.0,2.0,0.001,27.0,0.0409999999999999,0.02,0.3,19.0
1111,2020-06-16,40,112,48,110,35,110,93843.0,24.3,0.0,1.4,0.002,36.0,0.047,0.024,0.3,27.0
1112,2020-06-17,19,51,36,51,20,80,95070.0,23.6,0.0,1.2,0.003,36.0,0.036,0.025,0.2,26.0
1113,2020-06-18,32,47,19,32,23,56,93655.0,20.8,1.0,1.1,0.003,29.0,0.03,0.022,0.2,14.0
1114,2020-06-19,34,54,34,64,23,44,96581.0,24.2,0.0,1.3,0.003,18.0,0.048,0.024,0.2,19.0
1115,2020-06-20,36,64,36,68,37,78,88915.0,24.9,0.0,1.3,0.003,40.0,0.044,0.022,0.2,33.0
1116,2020-06-21,40,69,35,66,36,75,70770.0,26.2,0.0,1.1,0.003,30.0,0.037,0.019,0.2,27.0
1117,2020-06-22,34,66,26,52,48,81,93573.0,27.5,0.0,1.2,0.003,33.0,0.038,0.027,0.2,26.0
1118,2020-06-23,28,53,19,33,44,61,164912.0,27.3,0.0,1.2,0.003,40.0,0.047,0.0289999999999999,0.2,34.0
1119,2020-06-24,31,38,23,43,19,29,5117.0,23.3,6.0,1.3,0.003,23.0,0.023,0.024,0.2,19.0
1120,2020-06-25,18,31,36,63,32,34,89934.0,21.5,4.0,1.3,0.003,19.0,0.021,0.021,0.2,17.0
1121,2020-06-26,41,50,31,53,30,34,97008.0,23.5,0.0,2.0,0.002,20.0,0.032,0.018,0.2,14.0
1122,2020-06-27,80,69,42,78,66,66,88161.0,25.2,0.0,0.8,0.003,26.0,0.0289999999999999,0.024,0.2,20.0
1123,2020-06-28,42,40,60,113,55,53,67695.0,24.9,0.0,1.2,0.003,29.0,0.035,0.018,0.3,25.0
1124,2020-06-29,39,58,39,65,28,38,85915.0,22.5,36.5,1.4,0.002,22.0,0.026,0.02,0.2,30.0
1125,2020-06-30,32,40,31,52,15,26,78895.0,20.4,22.5,1.8,0.001,4.0,0.025,0.02,0.2,5.0
1126,2020-07-01,34,56,24,48,24,53,91702.0,21.3,0.5,1.2,0.002,14.0,0.022,0.02,0.2,9.0
1127,2020-07-02,30,46,24,44,28,33,92127.0,23.6,0.0,0.8,0.002,29.0,0.024,0.022,0.3,23.0
1128,2020-07-03,34,35,22,35,50,38,93950.0,22.0,1.0,1.2,0.003,19.0,0.021,0.017,0.2,13.0
1129,2020-07-04,41,50,30,50,44,42,86717.0,21.7,0.5,1.2,0.002,8.0,0.021,0.013,0.1,6.0
1130,2020-07-05,46,48,36,60,22,30,68392.0,23.4,0.0,0.9,0.002,15.0,0.026,0.015,0.1,13.0
1131,2020-07-06,44,45,47,84,17,28,90986.0,24.2,0.0,1.0,0.003,15.0,0.019,0.019,0.2,15.0
1132,2020-07-07,40,49,47,81,14,27,89289.0,25.4,0.0,1.6,0.004,19.0,0.031,0.019,0.2,18.0
1133,2020-07-08,29,38,39,77,31,49,92389.0,25.4,0.0,1.3,0.004,27.0,0.0279999999999999,0.02,0.3,23.0
1134,2020-07-09,26,38,34,62,29,29,83018.0,26.9,0.0,1.4,0.003,28.0,0.03,0.019,0.2,25.0
1135,2020-07-10,53,55,48,81,47,41,94175.0,25.4,13.5,1.6,0.003,6.0,0.024,0.017,0.2,13.0
1136,2020-07-11,75,67,65,112,85,60,86651.0,26.4,0.0,1.3,0.003,17.0,0.031,0.018,0.2,13.0
1137,2020-07-12,55,52,14,23,85,57,65606.0,22.3,62.0,1.5,0.003,7.0,0.025,0.011,0.2,13.0
1138,2020-07-13,44,49,16,26,49,50,77659.0,19.5,98.5,2.5,0.002,5.0,0.026,0.013,0.2,5.0
1139,2020-07-14,44,58,28,50,32,44,83055.0,20.0,5.5,1.4,0.003,7.0,0.016,,0.2,8.0
1140,2020-07-15,45,64,48,82,30,44,92549.0,21.0,8.0,0.8,0.003,6.0,0.01,0.018,0.2,7.0
1141,2020-07-16,41,65,46,77,48,73,95682.0,23.6,0.0,0.8,0.003,16.0,0.018,0.022,0.3,16.0
1142,2020-07-17,56,70,51,86,48,59,99066.0,25.5,0.0,0.8,0.004,34.0,0.022,0.025,0.4,31.0
1143,2020-07-18,46,48,35,61,42,33,90039.0,25.3,0.0,1.3,0.004,26.0,0.024,0.018,0.3,21.0
1144,2020-07-19,33,46,20,38,27,27,70217.0,26.6,5.0,1.3,0.004,13.0,0.022,0.012,0.2,15.0
1145,2020-07-20,39,57,27,53,35,59,88890.0,24.5,15.5,1.7,0.004,8.0,0.018,0.017,0.2,13.0
1146,2020-07-21,35,64,30,55,34,62,92773.0,26.2,0.0,1.0,0.003,15.0,0.03,0.023,0.3,14.0
1147,2020-07-22,31,54,36,57,42,59,91219.0,23.5,26.5,1.0,0.002,14.0,0.018,0.02,0.3,17.0
