,PM2.5,PM10,교통량합계,평균기온,일강수량,평균풍속,TPM2.5,TPM10,BPM2.5,BPM10,JPM2.5,JPM10
1261,38.0,66.0,104395.0,10.0,0.0,0.5,38,58,21,52,136,231
1262,42.0,68.0,98618.0,11.1,0.0,0.5,45,73,48,84,110,173
1263,32.0,55.0,82489.0,11.7,0.0,0.7,122,139,83,96,88,139
1264,63.0,92.0,95521.0,11.1,0.0,0.5,78,93,102,113,86,143
1265,38.0,58.0,95812.0,15.4,3.5,0.9,112,110,105,95,42,64
1266,25.0,44.0,97751.0,15.9,2.5,0.6,39,24,44,23,19,22
1267,6.0,14.0,95494.0,16.7,28.0,2.3,12,22,8,13,24,35
1268,9.0,25.0,101675.0,7.1,0.0,2.1,22,35,10,21,40,61
1269,13.0,29.0,96232.0,8.5,0.0,1.3,43,50,26,32,38,52
1270,12.0,25.0,76539.0,8.0,3.0,1.5,17,22,7,14,30,38
1271,11.0,27.0,97020.0,4.5,0.0,1.4,21,37,14,29,28,50
1272,13.0,30.0,95706.0,5.2,0.0,0.9,74,93,30,48,57,92
1273,20.0,42.0,98965.0,5.5,0.0,0.7,72,82,25,41,89,134
1274,37.0,62.0,96701.0,7.2,0.0,0.7,20,45,19,41,104,150
1275,29.0,50.0,97703.0,6.2,0.0,1.6,23,46,15,28,37,70
1276,11.0,28.0,92674.0,3.2,0.0,1.8,12,24,12,25,33,67
1277,10.0,26.0,72594.0,2.5,0.0,1.2,39,65,16,33,93,148
1278,16.0,35.0,91465.0,1.6,0.0,0.9,14,31,17,34,88,136
1279,24.0,45.0,92549.0,1.9,0.0,0.8,50,78,25,42,85,126
1280,19.0,42.0,95248.0,3.6,0.0,0.8,46,53,17,35,105,116
1281,14.0,34.0,95278.0,2.0,0.0,1.1,12,32,8,20,50,71
1282,15.0,37.0,99647.0,0.6,0.0,0.7,17,39,8,19,74,111
1283,20.0,42.0,89081.0,1.9,0.0,0.6,32,51,24,39,111,155
1284,26.0,45.0,70475.0,3.2,0.0,0.5,116,113,34,54,103,146
1285,38.0,63.0,91757.0,3.5,0.0,0.9,10,30,8,25,63,98
1286,19.0,39.0,92201.0,1.1,0.0,0.9,28,48,22,42,28,64
1287,21.0,44.0,94953.0,1.5,0.0,0.6,81,102,46,82,83,128
1288,27.0,53.0,93403.0,6.1,0.0,0.5,114,139,56,93,144,198
1289,51.0,78.0,97467.0,6.9,0.0,0.5,88,112,32,56,198,266
1290,33.0,61.0,88335.0,4.7,0.0,1.4,149,129,72,98,186,249
1291,26.0,45.0,64712.0,1.3,4.0,1.3,19,29,8,26,55,99
1292,9.0,27.0,90476.0,-4.3,0.0,2.4,20,36,11,27,17,42
1293,9.0,27.0,90217.0,-5.4,0.0,1.7,21,44,16,39,42,82
1294,10.0,28.0,93453.0,-4.8,0.0,1.5,24,46,21,44,64,115
1295,12.0,33.0,93511.0,-3.6,0.0,0.7,73,103,35,71,81,128
1296,19.0,41.0,95918.0,0.4,0.0,1.3,20,42,9,27,68,104
1297,10.0,30.0,87297.0,-3.2,0.0,1.3,44,76,26,54,44,69
1298,14.0,32.0,66868.0,-2.2,0.0,0.8,52,77,24,42,81,121
1299,24.0,47.0,91837.0,0.4,0.0,0.6,84,104,37,56,101,146
1300,34.0,57.0,88234.0,1.6,0.0,0.8,131,140,53,77,86,123
1301,50.0,80.0,94451.0,4.1,0.0,0.8,75,132,37,127,92,141
1302,31.0,59.0,98403.0,4.5,0.0,1.6,25,81,20,60,77,137
1303,12.0,33.0,71032.0,0.6,0.0,1.2,57,110,34,84,67,119
1304,17.0,47.0,77677.0,1.4,0.0,0.5,85,128,48,98,109,162
1305,30.0,57.0,59685.0,3.1,0.0,0.3,98,129,65,102,137,205
1306,27.0,51.0,89388.0,5.2,0.0,0.5,42,59,56,90,198,271
1307,42.0,65.0,87544.0,1.5,0.5,1.2,11,65,8,53,20,58
1308,10.0,31.0,90358.0,-7.2,0.0,3.0,8,39,6,31,16,66
1309,12.0,37.0,94355.0,-7.1,0.0,1.1,24,53,12,36,31,76
1310,22.0,38.0,59224.0,-4.4,0.0,0.4,51,85,29,64,46,82
1311,23.0,51.0,71391.0,-2.8,0.0,1.1,54,79,46,72,65,117
1312,18.0,47.0,58844.0,-3.6,0.0,0.6,56,80,15,33,142,207
1313,28.0,52.0,86930.0,-2.6,0.0,0.5,28,53,14,37,133,185
1314,24.0,43.0,88453.0,-2.4,0.0,1.6,11,30,13,31,28,66
1315,12.0,28.0,90701.0,-5.2,1.0,1.0,18,126,10,75,37,157
1316,11.0,20.0,72803.0,-10.8,0.5,2.6,12,30,8,27,16,71
1317,11.0,20.0,86916.0,-13.0,0.0,1.0,14,34,8,29,29,82
1318,15.0,25.0,79636.0,-11.2,0.0,0.9,22,53,10,38,30,81
1319,18.0,27.0,59353.0,-8.0,0.0,0.5,12,31,9,24,32,77
1320,32.0,42.0,89156.0,-5.6,0.0,0.5,31,77,20,64,38,129
1321,34.0,46.0,87899.0,-1.6,0.0,1.0,65,247,45,149,58,254
1322,37.0,87.0,90928.0,3.9,0.0,1.3,54,237,58,237,70,225
1323,38.0,113.0,92634.0,3.5,0.0,0.7,46,113,53,110,93,237
1324,33.0,74.0,95456.0,6.4,0.0,1.8,53,157,40,142,95,241
1325,36.0,80.0,87458.0,-0.9,0.0,2.2,22,58,9,31,46,116
1326,8.0,20.0,63108.0,-3.1,0.0,1.7,23,68,17,56,49,137
1327,19.0,38.0,79926.0,-1.1,1.0,1.9,28,86,19,71,43,146
1328,12.0,43.0,87404.0,-4.5,0.0,1.1,27,57,26,46,56,139
1329,21.0,52.0,92636.0,-1.0,0.0,0.4,77,103,53,66,93,155
1330,36.0,56.0,90707.0,4.7,3.5,0.4,105,119,78,95,148,219
1331,33.0,39.0,93966.0,7.5,2.5,0.6,83,96,85,109,212,285
1332,25.0,38.0,87306.0,8.7,0.0,1.3,58,73,87,93,107,162
1333,7.0,27.0,68915.0,7.8,0.0,1.1,104,112,106,105,139,212
1334,9.0,39.0,87232.0,8.3,0.0,1.0,126,124,133,105,168,218
1335,14.0,25.0,87756.0,5.9,2.5,1.0,92,87,79,77,135,180
1336,21.0,59.0,93678.0,3.5,0.0,1.4,106,138,26,59,77,118
1337,17.0,42.0,89559.0,-1.1,1.0,2.2,10,66,6,49,34,125
1338,10.0,40.0,94258.0,-5.6,0.0,1.9,34,87,21,55,44,188
1339,24.0,75.0,87084.0,0.4,0.0,0.9,53,105,41,86,64,163
1340,24.0,64.0,69619.0,3.9,0.0,0.5,73,105,66,83,83,159
1341,50.0,89.0,89547.0,7.4,6.5,1.8,39,63,17,50,52,140
1342,17.0,41.0,92863.0,-2.4,0.0,2.5,14,37,14,37,43,102
1343,14.0,38.0,94003.0,-1.4,0.0,1.5,35,71,17,49,75,150
1344,15.0,40.0,92366.0,-0.3,0.0,1.6,41,89,35,63,52,115
1345,13.0,44.0,97488.0,1.6,0.0,0.8,92,137,41,74,73,125
1346,28.0,56.0,90918.0,7.0,0.0,1.9,49,114,35,117,61,155
1347,55.0,90.0,72586.0,6.3,0.0,1.5,20,49,22,51,44,105
1348,12.0,32.0,97216.0,-1.3,0.0,2.3,48,74,31,44,31,60
1349,12.0,34.0,99314.0,0.2,0.0,1.0,66,98,64,73,36,63
1350,19.0,43.0,102014.0,2.6,0.0,0.9,101,138,75,83,60,94
1351,32.0,60.0,72884.0,5.4,0.0,0.6,129,157,165,154,71,102
1352,40.0,66.0,68721.0,6.9,0.0,0.5,169,199,199,204,40,56
1353,51.0,79.0,69939.0,7.6,0.0,0.5,118,131,207,193,38,53
1354,39.0,66.0,68094.0,9.5,0.5,0.6,52,60,100,86,61,79
1355,24.0,43.0,93424.0,3.3,0.0,2.8,13,24,9,30,26,43
1356,9.0,23.0,93563.0,-2.5,3.0,1.9,13,32,5,30,30,64
1357,9.0,33.0,88990.0,-6.1,0.0,2.9,11,22,9,16,12,36
1358,10.0,37.0,90668.0,-4.2,0.0,1.9,38,65,26,35,33,65
1359,17.0,38.0,97997.0,2.8,0.0,1.7,81,128,43,66,49,93
1360,42.0,82.0,92514.0,10.7,0.0,2.2,47,110,46,93,37,118
1361,38.0,81.0,74083.0,14.4,0.0,2.1,81,218,54,186,41,88
1362,26.0,65.0,94308.0,12.0,0.0,2.2,32,71,28,67,41,120
1363,13.0,51.0,93111.0,2.4,0.0,1.5,20,50,28,49,31,86
1364,17.0,51.0,93389.0,4.6,0.0,0.9,41,62,44,52,32,69
1365,25.0,53.0,91666.0,4.8,0.0,0.6,73,94,80,77,57,72
1366,17.0,47.0,97749.0,8.7,0.0,1.6,90,110,131,109,98,135
1367,7.0,23.0,92111.0,8.7,0.0,2.1,86,100,121,99,49,79
1368,8.0,21.0,73738.0,7.4,0.0,0.8,79,88,95,70,41,65
1369,10.0,13.0,69284.0,8.3,44.5,1.1,16,19,22,17,16,25
1370,6.0,20.0,91499.0,2.9,0.0,1.5,67,77,61,54,37,64
1371,15.0,39.0,92285.0,4.3,0.0,0.6,99,116,114,101,34,67
1372,17.0,37.0,90470.0,5.8,2.5,0.5,100,129,151,130,46,86
1373,24.0,56.0,96145.0,8.8,0.0,0.9,69,97,110,101,50,115
1374,17.0,43.0,89789.0,7.7,0.0,1.5,14,41,22,52,25,72
1375,13.0,36.0,73760.0,6.9,0.0,1.1,45,74,57,73,54,101
1376,42.0,75.0,92845.0,8.0,0.0,0.7,97,125,89,84,102,169
1377,35.0,67.0,92041.0,8.1,0.0,1.0,163,198,144,112,71,119
1378,35.0,67.0,94176.0,9.4,0.0,1.0,98,112,191,136,59,94
1379,38.0,71.0,92730.0,11.2,0.0,0.9,82,99,122,81,61,91
1380,32.0,46.0,92165.0,8.4,14.0,1.1,88,100,104,69,55,80
1381,22.0,47.0,90849.0,8.8,0.0,0.8,83,96,103,61,79,116
1382,39.0,63.0,74266.0,9.4,0.0,0.9,126,139,130,96,72,107
1383,38.0,68.0,92264.0,11.6,0.0,1.1,203,885,207,1630,126,490
1384,15.0,74.0,94450.0,11.5,0.5,1.7,40,208,37,177,124,800
1385,17.0,95.0,94138.0,9.9,0.0,1.0,36,177,63,312,80,418
1386,22.0,88.0,93222.0,12.5,0.0,1.0,46,94,57,120,52,146
1387,9.0,46.0,97117.0,13.6,0.0,1.6,75,106,72,88,50,107
1388,9.0,21.0,87047.0,9.0,6.0,1.0,41,79,29,88,59,118
1389,26.0,51.0,74947.0,6.7,0.0,2.5,8,35,7,33,11,73
1390,14.0,46.0,95065.0,6.7,0.0,2.5,37,230,28,212,22,102
1391,28.0,99.0,93836.0,9.5,0.0,1.8,51,118,38,121,26,103
1392,17.0,57.0,93279.0,11.1,0.0,1.2,48,122,40,161,47,139
1393,16.0,54.0,93468.0,12.6,0.0,1.0,87,163,59,119,62,155
1394,27.0,78.0,97408.0,14.5,0.0,0.8,105,160,136,157,63,130
1395,20.0,44.0,87934.0,12.5,15.5,0.7,105,120,134,112,88,126
1396,10.0,15.0,70424.0,10.2,2.0,2.3,124,526,128,795,132,551
1397,65.0,409.0,92560.0,12.3,0.0,2.0,24,137,22,126,74,359
1398,29.0,152.0,93763.0,12.8,0.0,1.1,58,198,55,230,50,184
1399,16.0,51.0,95183.0,14.5,0.0,0.9,87,225,53,176,54,178
1400,12.0,61.0,93133.0,15.5,0.0,2.3,46,112,72,172,47,132
1401,13.0,57.0,96890.0,17.7,0.0,1.8,73,124,36,67,26,50
1402,15.0,31.0,83869.0,16.5,23.0,0.9,30,45,12,29,13,32
1403,2.0,9.0,71222.0,11.7,7.0,1.4,27,57,7,30,24,58
1404,5.0,20.0,94972.0,11.4,0.0,1.3,50,77,30,70,26,62
1405,14.0,37.0,92658.0,13.1,0.0,1.5,46,73,32,62,36,77
1406,23.0,55.0,91459.0,14.6,0.0,1.2,47,85,38,80,61,129
1407,15.0,38.0,91697.0,13.5,0.0,1.4,30,66,35,74,73,143
1408,11.0,32.0,96293.0,12.0,0.0,1.7,41,78,40,77,71,127
1409,14.0,40.0,89300.0,13.0,0.0,1.3,72,110,67,102,46,96
1410,17.0,41.0,73045.0,15.6,0.0,1.1,58,94,58,94,30,66
1411,10.0,25.0,88745.0,13.6,14.0,1.2,49,81,45,72,48,85
1412,5.0,13.0,91197.0,11.4,2.0,2.8,8,25,6,27,18,58
1413,10.0,31.0,91777.0,9.4,0.0,1.9,28,73,24,85,22,64
1414,12.0,39.0,91287.0,11.4,0.0,1.0,68,192,70,311,47,148
1415,14.0,46.0,92743.0,11.9,0.0,1.4,56,257,35,165,103,589
1416,19.0,90.0,88477.0,10.4,0.0,1.9,13,50,10,35,22,74
1417,9.0,29.0,73271.0,10.8,0.0,2.4,34,94,27,81,25,78
1418,15.0,46.0,93327.0,13.3,0.0,1.8,57,132,55,133,32,92
1419,27.0,68.0,91205.0,15.7,0.0,1.0,69,137,51,122,36,94
1420,26.0,64.0,91071.0,19.8,0.0,1.2,47,83,39,76,25,62
1421,21.0,59.0,89713.0,22.0,0.0,1.5,30,42,32,41,41,62
1422,9.0,36.0,94381.0,19.1,0.0,2.3,18,28,24,37,25,40
1423,9.0,27.0,89168.0,18.4,0.0,1.4,46,67,20,42,31,56
1424,11.0,32.0,73965.0,17.6,0.0,1.4,37,59,39,59,40,84
1425,7.0,23.0,92225.0,17.1,0.0,1.4,40,64,40,68,41,61
1426,14.0,38.0,90785.0,16.5,0.0,1.1,37,109,27,109,59,185
1427,21.0,85.0,91888.0,17.0,0.0,1.6,17,62,14,66,34,119
1428,21.0,77.0,92480.0,16.5,1.0,1.8,27,85,16,66,31,128
1429,15.0,46.0,96554.0,13.3,0.0,3.1,19,42,13,30,30,100
1430,14.0,38.0,86194.0,10.8,0.5,2.1,23,45,9,29,25,71
1431,7.0,18.0,74307.0,12.5,3.5,1.6,22,49,13,45,17,50
1432,7.0,19.0,94030.0,15.1,0.0,1.4,30,56,35,79,32,69
1433,11.0,28.0,92461.0,17.1,4.5,0.9,24,56,13,65,46,120
1434,10.0,37.0,80206.0,15.2,2.0,2.3,21,83,27,99,26,112
1435,14.0,70.0,92013.0,15.9,0.0,1.0,73,300,91,368,38,160
1436,60.0,207.0,99260.0,15.2,3.0,2.0,71,227,68,202,157,638
1437,99.0,428.0,92996.0,16.2,0.0,2.6,57,159,39,115,103,333
1438,22.0,103.0,77349.0,17.0,0.0,2.0,25,63,20,55,42,121
1439,7.0,21.0,89088.0,12.6,9.5,0.9,17,45,21,56,52,138
1440,6.0,15.0,89549.0,15.9,6.0,1.6,23,40,23,48,40,82
1441,6.0,20.0,93166.0,20.0,0.0,1.4,29,57,15,49,53,110
1442,16.0,36.0,93109.0,22.6,0.0,0.9,41,64,42,70,53,99
1443,30.0,53.0,96973.0,23.8,0.0,1.2,39,60,40,75,44,82
1444,18.0,24.0,88716.0,22.8,2.0,1.0,25,40,11,31,35,76
1445,4.0,2.0,66326.0,21.4,41.0,1.2,6,18,4,23,9,27
1446,4.0,7.0,89436.0,16.4,3.0,1.7,19,45,12,44,14,40
1447,14.0,27.0,94695.0,18.7,0.0,1.0,31,65,20,62,18,46
1448,18.0,36.0,79577.0,21.0,0.0,1.1,30,68,31,77,36,70
1449,13.0,22.0,88962.0,16.9,6.5,1.2,52,83,37,73,32,59
1450,7.0,14.0,93299.0,15.2,1.0,2.1,52,81,36,69,29,56
1451,13.0,27.0,88800.0,19.1,0.0,1.4,46,82,32,85,32,67
1452,19.0,32.0,72388.0,20.8,0.0,0.8,66,229,52,192,60,216
1453,30.0,82.0,91861.0,20.5,0.0,1.6,30,89,14,57,59,204
1454,31.0,109.0,93614.0,16.7,3.0,2.0,22,81,19,85,29,114
1455,10.0,37.0,90026.0,17.9,0.0,0.8,25,86,15,57,22,69
1456,14.0,31.0,91556.0,16.7,2.0,1.7,21,55,11,40,24,88
1457,16.0,37.0,94136.0,15.4,27.5,1.5,6,24,4,19,10,44
1458,12.0,30.0,89804.0,18.6,0.0,2.0,13,42,8,32,27,108
1459,14.0,33.0,73882.0,20.8,10.5,1.1,19,39,17,40,41,106
1460,15.0,35.0,90957.0,20.9,7.0,1.1,37,65,25,41,53,126
1461,20.0,40.0,90799.0,22.5,0.0,1.0,45,68,15,35,49,82
1462,22.0,41.0,91460.0,24.4,0.0,1.1,47,75,21,48,29,66
1463,14.0,20.0,88082.0,18.8,26.0,0.7,18,37,3,22,26,62
1464,8.0,22.0,96847.0,19.0,3.0,1.7,11,43,6,29,18,68
1465,38.0,65.0,90430.0,22.1,0.0,2.0,15,41,7,25,14,49
1466,30.0,56.0,73035.0,23.2,0.0,1.4,23,65,12,43,21,65
1467,21.0,43.0,91268.0,23.5,0.0,1.0,32,61,21,46,30,95
1468,25.0,43.0,90723.0,24.9,0.0,0.8,41,63,28,56,41,101
1469,24.0,39.0,91173.0,26.6,0.0,1.0,36,60,27,52,34,84
1470,25.0,41.0,91143.0,25.1,1.5,1.0,21,35,9,24,48,77
1471,15.0,20.0,94124.0,23.6,13.5,1.4,25,48,15,46,40,69
1472,24.0,33.0,88278.0,25.3,0.0,1.1,49,91,32,81,41,89
1473,33.0,43.0,72311.0,24.8,0.0,1.5,54,97,43,91,34,70
1474,35.0,46.0,90289.0,24.6,0.0,1.3,43,54,22,32,16,22
1475,16.0,27.0,89545.0,22.5,2.0,1.3,20,25,22,36,28,39
1476,2.0,10.0,91198.0,23.2,0.0,1.9,29,48,19,33,24,42
1477,5.0,13.0,89280.0,21.9,0.0,1.3,15,26,7,18,20,29
1478,7.0,14.0,93014.0,21.4,2.5,1.4,10,31,5,26,23,51
1479,15.0,29.0,89797.0,23.2,0.0,1.3,15,50,8,34,19,54
1480,16.0,30.0,76737.0,24.5,0.0,1.8,14,43,11,36,17,57
1481,28.0,45.0,93168.0,25.1,0.0,1.6,23,65,18,65,24,72
1482,11.0,23.0,90177.0,23.4,0.0,1.1,16,36,15,43,41,111
1483,19.0,32.0,87209.0,20.5,23.5,1.0,26,50,18,33,31,90
1484,14.0,31.0,94549.0,22.8,0.0,1.0,36,75,24,46,32,72
1485,14.0,30.0,102740.0,24.0,5.5,1.1,45,96,30,49,30,64
1486,10.0,19.0,91068.0,22.7,11.5,0.9,32,61,22,40,26,44
1487,13.0,22.0,76373.0,24.9,0.0,0.9,37,70,26,48,38,66
1488,15.0,24.0,97692.0,25.1,0.0,1.2,43,77,32,53,43,75
1489,16.0,25.0,96636.0,23.7,0.0,1.0,27,46,26,40,22,40
1490,23.0,38.0,97579.0,24.6,9.0,0.9,27,44,14,27,24,46
