지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
642,문화,2021-05-11,15.9,6,1.6
642,문화,2021-05-12,20,0,1.4
642,문화,2021-05-13,22.6,0,.9
642,문화,2021-05-14,23.8,0,1.2
642,문화,2021-05-15,22.8,2,1
642,문화,2021-05-16,21.4,41,1.2
642,문화,2021-05-17,16.4,3,1.7
642,문화,2021-05-18,18.7,0,1
642,문화,2021-05-19,21,0,1.1
642,문화,2021-05-20,16.9,6.5,1.2
642,문화,2021-05-21,15.2,1,2.1
642,문화,2021-05-22,19.1,0,1.4
642,문화,2021-05-23,20.8,0,.8
642,문화,2021-05-24,20.5,0,1.6
642,문화,2021-05-25,16.7,3,2
642,문화,2021-05-26,17.9,0,.8
642,문화,2021-05-27,16.7,2,1.7
642,문화,2021-05-28,15.4,27.5,1.5
642,문화,2021-05-29,18.6,0,2
642,문화,2021-05-30,20.8,10.5,1.1
642,문화,2021-05-31,20.9,7,1.1
642,문화,2021-06-01,22.5,0,1
642,문화,2021-06-02,24.4,0,1.1
642,문화,2021-06-03,18.8,26,.7
642,문화,2021-06-04,19,3,1.7
642,문화,2021-06-05,22.1,0,2
642,문화,2021-06-06,23.2,0,1.4
642,문화,2021-06-07,23.5,0,1
642,문화,2021-06-08,24.9,0,.8
642,문화,2021-06-09,26.6,0,1
642,문화,2021-06-10,25.1,1.5,1
642,문화,2021-06-11,23.6,13.5,1.4
642,문화,2021-06-12,25.3,0,1.1
642,문화,2021-06-13,24.8,0,1.5
642,문화,2021-06-14,24.6,0,1.3
642,문화,2021-06-15,22.5,2,1.3
642,문화,2021-06-16,23.2,0,1.9
642,문화,2021-06-17,21.9,0,1.3
642,문화,2021-06-18,21.4,2.5,1.4
642,문화,2021-06-19,23.2,0,1.3
642,문화,2021-06-20,24.5,0,1.8
642,문화,2021-06-21,25.1,0,1.6
642,문화,2021-06-22,23.4,0,1.1
642,문화,2021-06-23,20.5,23.5,1
642,문화,2021-06-24,22.8,0,1
642,문화,2021-06-25,24,5.5,1.1
642,문화,2021-06-26,22.7,11.5,.9
642,문화,2021-06-27,24.9,0,.9
642,문화,2021-06-28,25.1,0,1.2
642,문화,2021-06-29,23.7,0,1
642,문화,2021-06-30,24.6,9,.9
